species,wood_density
Pouteria eugeniifolia,1.1125
Pouteria euphlebia,0.8675
Pouteria filipes,0.964
Pouteria firma,0.54
Pouteria fissilis,0.58
Pouteria franciscana,0.6
Pouteria galactoxylon,0.444
Pouteria gardneri,0.93
Pouteria gardneriana,0.628
Pouteria glomerata,0.6789999999999999
Pouteria gongrijpii,0.7994
Pouteria grandiflora,0.82
Pouteria grandis,0.93
Pouteria guianensis,0.9295
Pouteria hispida,0.874
Pouteria izabalensis,0.55
Pouteria kaernbachiana,0.456
Pouteria lauterbachiana,0.68
Pouteria linggensis,0.86
Pouteria maclayana,0.42
Pouteria macrantha,0.52
Pouteria macrocarpa,0.6455
Pouteria macrophylla,0.737
Pouteria macropoda,0.53
Pouteria maingayi,0.635
Pouteria malaccensis,0.66
Pouteria manaosensis,0.64
Pouteria melanopoda,0.9686666666666667
Pouteria membranacea,0.79
Pouteria minima,0.756
Pouteria moluccana,0.57
Pouteria multiflora,0.77
Pouteria myrsinodendron,0.65
Pouteria nemorosa,0.44
Pouteria oblanceolata,0.79
Pouteria obovata,0.7150000000000001
Pouteria obovoidea,0.63
Pouteria obscura,0.64
Pouteria oppositifolia,0.65
Pouteria pachycalyx,0.76
Pouteria pachycarpa,0.735
Pouteria papyracea,0.564
Pouteria pohlmaniana,0.68225
Pouteria reticulata,0.794
Pouteria richardii,0.60425
Pouteria rivicoa,0.77
Pouteria sapota,0.855
Pouteria speciosa,0.607
Pouteria superba,0.46099999999999997
Pouteria torricellensis,0.5165
Pouteria torta,0.7685
Pouteria trigonosperma,0.867
Pouteria trilocularis,0.672
Pouteria venosa,0.92
Pouteria vernicosa,0.737
Pouteria villamilii,0.45
Pouteria vitiensis,0.77
Pouteria vrieseana,0.38
Pouteria xerocarpa,0.5840000000000001
Pradosia cochlearia,0.73
Pradosia ptychandra,0.645
Pradosia schomburgkiana,0.7536666666666667
Pradosia surinamensis,0.8105
Prainea cuspidata,0.79
Prainea limpato,0.68
Prainea papuana,0.43
Premna acuminata,0.512
Premna angolensis,0.667
Premna latifolia,0.537
Premna lignum-vitae,0.7716666666666666
Premna maxima,0.568
Premna pyramidata,0.634
Premna serratifolia,0.55
Premna tomentosa,0.57
Prestoea decurrens,0.25
Priogymnanthus hasslerianus,0.87
Prioria balsamifera,0.407
Prioria copaifera,0.4135714285714286
Prioria mannii,0.4395
Prioria oxyphylla,0.5700000000000001
Prockia crucis,0.58
Prosopis affinis,0.884
Prosopis africana,0.8795
Prosopis alba,0.6715
Prosopis algarobilla,0.916
Prosopis alpataco,0.671
Prosopis caldenia,0.581
Prosopis chilensis,0.73
Prosopis cineraria,0.663
Prosopis glandulosa,0.7093333333333334
Prosopis juliflora,0.79375
Prosopis kuntzei,1.0396666666666667
Prosopis nigra,0.7204999999999999
Prosopis pallida,0.88
Prosopis rubriflora,0.8
Prosopis ruscifolia,0.7816666666666666
Prosopis spicigera,0.63
Protea angolensis,0.663
Protium altsonii,0.684
Protium amazonicum,0.599
Protium aracouchini,0.49
Protium brasiliense,0.746
Protium carnosum,0.45
Protium copal,0.78
Protium crassifolium,0.49
Protium crassipetalum,0.65
Protium crenatum,0.54
Protium cuneatum,0.49
Protium decandrum,0.512
Protium grandifolium,0.638
Protium guianense,0.711
Protium heptaphyllum,0.6293
Protium javanicum,0.75
Protium llewelynii,0.49
Protium nodulosum,0.49
Protium opacum,0.57
Protium panamense,0.4523333333333333
Protium paniculatum,0.49
Protium paraense,0.51
Protium pedicellatum,0.49
Protium pittieri,0.475
Protium polybotryum,0.689
Protium sagotianum,0.5575
Protium spruceanum,0.56
Protium subserratum,0.55
Protium tenuifolium,0.56975
Protium trifoliolatum,0.685
Protium unifoliolatum,0.33
Protomegabaria stapfiana,0.602
Protorhus ditimena,0.678
Protorhus thouarsii,0.752
Prumnopitys amara,0.38
Prumnopitys harmsiana,0.53
Prumnopitys ladei,0.607
Prunus acuminata,0.59
Prunus africana,0.6855
Prunus arborea,0.45599999999999996
Prunus armeniaca,0.675
Prunus avium,0.474
Prunus conradinae,0.53
Prunus fordiana,0.73
Prunus gazelle-peninsulae,0.4
Prunus grayana,0.51
Prunus grisea,0.55
Prunus henryi,0.5615
Prunus ilicifolia,0.73
Prunus javanica,0.67
Prunus lusitanica,0.61
Prunus myrtifolia,0.741
Prunus occidentalis,0.97
Prunus padus,0.465
Prunus pensylvanica,0.36
Prunus polystachya,0.5
Prunus reticulata,0.38
Prunus rigida,0.58
Prunus sellowii,0.92
Prunus serotina,0.47
Prunus sphaerocarpa,0.738
Prunus tucumanensis,0.609
Prunus turneriana,0.46
Pseudima frutescens,0.8
Pseudobombax ellipticum,0.34
Pseudobombax grandiflorum,0.39
Pseudobombax marginatum,0.32
Pseudobombax munguba,0.25
Pseudobombax septenatum,0.21166666666666667
Pseudobombax simplicifolium,0.22
Pseudocedrela kotschyi,0.621
Pseudolachnostylis maprouneifolia,0.62
Pseudolarix amabilis,0.42125
Pseudolmedia glabrata,0.68
Pseudolmedia laevigata,0.629
Pseudolmedia laevis,0.6184444444444445
Pseudolmedia macrophylla,0.66025
Pseudolmedia oxyphyllaria,0.71
Pseudolmedia rigida,0.64
Pseudolmedia spuria,0.75
Pseudomalmea diclina,0.808
Pseudopiptadenia pittieri,0.61
Pseudopiptadenia suaveolens,0.6797142857142857
Pseudotsuga menziesii,0.42766666666666664
Pseudotsuga sinensis,0.4855
Pseudoweinmannia lachnocarpa,0.755
Pseudoxandra polyphleba,0.37
Pseuduvaria villosa,0.581
Psidium acutangulum,0.9116666666666666
Psidium cattleianum,1.12
Psidium guajava,0.652
Psidium ilex,0.988
Psidium pomiferum,0.67
Psidium sartorianum,0.79
Psorospermum febrifugum,0.689
Psychotria apoda,0.52
Psychotria celebica,0.45
Psychotria chiapensis,0.65
Psychotria hazenii,0.52
Psydrax latifolia,0.722
Psydrax odorata,0.87
Psydrax parviflora,0.663
Psydrax suaveolens,0.796
Ptaeroxylon obliquum,0.8825
Pteleocarpa lamponga,0.63
Pteleocarpa malaccensis,0.64
Pteleopsis hylodendron,0.6785
Pteleopsis myrtifolia,0.5405
Pternandra azurea,0.59
Pternandra coerulescens,0.53
Pternandra cordata,0.43
Pternandra echinata,0.58
Pternandra galeata,0.38
Pternandra jackiana,0.57
Pterocarpus acerifolius,0.51
Pterocarpus angolensis,0.5606
Pterocarpus antunesii,0.7
Pterocarpus brenanii,0.801
Pterocarpus dalbergioides,0.62
Pterocarpus erinaceus,0.74
Pterocarpus indicus,0.63625
Pterocarpus lucens,0.56
Pterocarpus macrocarpus,0.7
Pterocarpus marsupium,0.62
Pterocarpus officinalis,0.38287499999999997
Pterocarpus osun,0.68
Pterocarpus rohrii,0.4558333333333333
Pterocarpus santalinoides,0.528
Pterocarpus santalinus,1.0190000000000001
Pterocarpus soyauxii,0.6577857142857143
Pterocarpus vernalis,0.49
Pterocarya stenoptera,0.3482
Pterocarya tonkinensis,0.28
Pterocelastrus echinatus,0.788
Pteroceltis tatarinowii,0.66
Pterocymbium beccarii,0.31
Pterocymbium javanicum,0.4
Pterocymbium tinctorium,0.25
Pterocymbium tubulatum,0.33999999999999997
Pterodon emarginatus,0.9099999999999999
Pterogyne nitens,0.692625
Pterospermum acerifolium,0.62225
Pterospermum celebicum,0.35
Pterospermum diversifolium,0.565
Pterospermum grewiaefolium,0.495
Pterospermum heterophyllum,0.446
Pterospermum javanicum,0.4
Pterospermum lanceaefolium,0.577
Pterospermum niveum,0.556
Pterospermum semisagittatum,0.62
Pterostyrax hispidus,0.3116666666666667
Pterostyrax leveillei,0.4
Pterygota alata,0.4465
Pterygota amazonica,0.56
Pterygota bequaertii,0.534
Pterygota horsfieldii,0.6315
Pterygota macrocarpa,0.49324999999999997
Ptychopetalum olacoides,0.6625000000000001
Ptychopyxis costata,0.56
Ptychopyxis grandis,0.56
Ptychopyxis kingii,0.58
Pullea stutzeri,0.688
Pullea versteeghii,0.69
Punica granatum,0.771
Putranjiva roxburghii,0.6699999999999999
Pycnanthus angolensis,0.40890000000000004
Pyrenaria acuminata,0.48
Pyrenaria multisepala,0.60475
Pyrenaria serrata,0.47
Pyrus communis,0.632
Qualea acuminata,0.65
Qualea albiflora,0.57
Qualea brevipedicellata,0.685
Qualea coerulea,0.5966666666666667
Qualea dinizii,0.5975
Qualea gracilior,0.58
Qualea homosepala,0.685
Qualea impexa,0.65
Qualea implexa,0.57
Qualea lancifolia,0.58
Qualea megalocarpa,1.01
Qualea multiflora,0.71
Qualea paraensis,0.6893333333333334
Qualea rosea,0.5796
Qualea tricolor,0.65
Quararibea asterolepis,0.454
Quararibea bicolor,0.48666666666666664
Quararibea funebris,0.475
Quararibea guianensis,0.56
Quararibea wittii,0.465
Quassia amara,0.47
Quassia borneensis,0.43
Quassia indica,0.33099999999999996
Quassia undulata,0.27449999999999997
Quercus abendanonii,0.6
Quercus acutissima,0.7333999999999999
Quercus alba,0.63
Quercus aliena,0.6873333333333335
Quercus aquifolioides,0.7905
Quercus argentata,0.74
Quercus austrina,0.75
Quercus bambusifolia,0.8535
Quercus bicolor,0.66
Quercus blakei,0.7803333333333334
Quercus blumeana,0.69
Quercus brachyclada,0.7
Quercus cerris,0.7
Quercus chapmanii,0.78
Quercus chenii,0.7336666666666667
Quercus chevalieri,0.689
Quercus chrysolepis,0.7
Quercus chungii,0.78
Quercus coccinea,0.62
Quercus costaricensis,0.61
Quercus crassinervia,0.85
Quercus curtisii,0.61
Quercus daphnoidea,0.55
Quercus dealbata,0.675
Quercus delavayi,0.7795
Quercus dilatata,0.784
Quercus engleriana,0.72
Quercus fabri,0.66
Quercus falcata,0.577
Quercus fenestrata,0.771
Quercus fleuryi,0.8085
Quercus gambelii,0.62
Quercus garryana,0.64
Quercus gemelliflora,0.6950000000000001
Quercus geminata,0.872
Quercus gilva,0.8
Quercus glandulifera,0.702
Quercus glauca,0.73275
Quercus glaucoides,0.7949999999999999
Quercus gracilis,0.72
Quercus griffithii,0.68
Quercus helferiana,0.6944999999999999
Quercus hemisphaerica,0.69
Quercus ilex,0.82
Quercus incana,0.71
Quercus kelloggii,0.51
Quercus laevis,0.639
Quercus lamellosa,0.7
Quercus lang-bisnensis,0.809
Quercus laurifolia,0.5835
Quercus laurina,0.7
Quercus liaotungensis,0.61
Quercus lineata,0.7866666666666667
Quercus lusitanica,0.7
Quercus lyrata,0.57
Quercus macrocarpa,0.58
Quercus maingayi,0.57
Quercus margaretta,0.756
Quercus michauxii,0.6515
Quercus minima,0.89
Quercus mongolica,0.6356666666666667
Quercus morii,0.8
Quercus multinervis,0.76
Quercus myrsinaefolia,0.7166666666666667
Quercus myrtifolia,0.807
Quercus nigra,0.6315
Quercus nubium,0.68
Quercus oleoides,0.86
Quercus pachyloma,0.73
Quercus pallida,0.64
Quercus palustris,0.58
Quercus patelliformis,0.8835
Quercus petraea,0.5700000000000001
Quercus phellos,0.56
Quercus platycarpa,0.78
Quercus poculiformis,0.62
Quercus prinus,0.57
Quercus pumila,0.712
Quercus pyrenaica,0.84
Quercus reflexa,0.65
Quercus robur,0.5747142857142856
Quercus rubra,0.56
Quercus salicifolia,0.6716666666666667
Quercus semiserrata,0.7123333333333334
Quercus shumardii,0.644
Quercus spicata,0.745
Quercus stellata,0.6605
Quercus suber,0.77
Quercus subsericea,0.77
Quercus sundaica,0.63
Quercus variabilis,0.7600000000000001
Quercus velutina,0.56
Quercus virginiana,0.8560000000000001
Quiina albiflora,0.947
Quiina amazonica,0.92
Quiina florida,0.728
Quiina obovata,0.851
Quintinia acutifolia,0.626
Quintinia altigena,0.55
Quintinia lanceolata,0.56
Quintinia ledermannii,0.44
Quintinia serrata,0.488
Quintinia sieberi,0.482
Radermachera corymbosa,0.32
Radermachera elegans,0.42
Radermachera gigantea,0.48
Radermachera glandulosa,0.45
Radermachera pinnata,0.46
Radermachera sinica,0.6255
Ramisia brasiliensis,0.62
Randia anisophylla,0.56
Randia armata,0.6679999999999999
Randia exaltata,0.515
Randia oppositifolia,0.68
Randia racemosa,0.72
Randia scortechinii,0.62
Randia spinosa,0.716
Randia tetracantha,0.7
Randia thurberi,0.86
Rapanea avenis,0.69
Rapanea hasseltii,0.62
Rapanea laetevirens,0.524
Rapanea melanophloeos,0.706
Rapanea neriifolia,0.638
Rapanea rhododendroides,0.7
Rapanea umbellata,0.7050000000000001
Raputia alba,0.75
Raputia magnifica,1.121
Raukaua crassifolius,0.761
Raukaua linearis,0.81
Raukaua simplex,0.543
Rauvolfia amsoniifolia,0.53
Rauvolfia caffra,0.45875
Rauvolfia javanica,0.4
Rauvolfia paraensis,0.55
Rauvolfia praecox,0.45966666666666667
Rauvolfia purpurascens,0.476
Rauvolfia sumatrana,0.53
Ravenia urbanii,0.9
Ravensara ovalifolia,0.5549999999999999
Ravensara polyneura,0.5
Ravensara retusa,0.687
Rawsonia lucida,0.745
Recchia mexicana,1.02
Recordoxylon amazonicum,0.8
Recordoxylon speciosum,0.8
Reevesia pubescens,0.58
Reevesia thyrsoidea,0.435
Reinwardtiodendron celebicum,0.75
Reinwardtiodendron humile,0.81
Remijia amazonica,0.56
Rhabdodendron macrophyllum,0.8
Rhamnus californica,0.5
Rhamnus cathartica,0.611
Rhamnus crocea,0.75
Rhamnus davurica,0.551
Rhamnus frangula,0.499
Rhamnus glandulosa,0.58
Rhamnus lancifolia,0.38
Rhamnus purshiana,0.5005
Rhamnus zeyheri,0.72
Rhizophora apiculata,0.8425
Rhizophora candelaria,0.85
Rhizophora harrisonii,0.86
Rhizophora mangle,0.8977142857142857
Rhizophora mucronata,0.8140000000000001
Rhizophora racemosa,0.9329999999999999
Rhizophora stylosa,0.84
Rhodamnia acuminata,0.801
Rhodamnia argentea,0.6990000000000001
Rhodamnia blairiana,0.87
Rhodamnia cinerea,0.87
Rhodamnia costata,0.719
Rhodamnia dumetorum,0.87875
Rhodamnia glauca,0.668
Rhodamnia latifolia,0.76
Rhodamnia mulleri,0.76
Rhodamnia rubescens,0.6416666666666667
Rhodamnia sessiliflora,0.839
Rhododendron arboreum,0.491
Rhododendron maximum,0.5
Rhodolaena bakeriana,0.8454999999999999
Rhodoleia championii,0.6
Rhodoleia teysmanni,0.63
Rhodomyrtus macrocarpa,0.779
Rhodosphaera rhodanthema,0.591
Rhodostemonodaphne grandis,0.39
Rhodostemonodaphne praeclara,0.4
Rhoicissus revoilii,0.538
Rhus diversiloba,0.63
Rhus lancea,0.827
Rhus longipes,0.702
Rhus potaninii,0.477
Rhus pyroides,1.007
Rhus succedanea,0.441
Rhus sylvestris,0.64
Rhus taitensis,0.37
Rhus tenuinervis,0.947
Rhus typhina,0.45
Rhus verniciflua,0.408
Ribes californicum,0.73
Richeria grandis,0.5766666666666667
Ricinodendron heudelotii,0.21059999999999998
Rinorea deflexiflora,0.5955
Rinorea ferruginea,0.689
Rinorea flavescens,0.63
Rinorea guatemalensis,0.74
Rinorea guianensis,0.78
Rinorea paniculata,0.75
Rinorea pectino-squamata,0.61
Rinorea pubiflora,0.75
Rinorea racemosa,0.682
Rinorea ulmifolia,0.75
Rinorea viridifolia,0.515
Ristantia pachysperma,0.702
Robinia coccinea,0.61
Robinia pseudoacacia,0.6746000000000001
Robinsonella mirandae,0.5
Rockinghamia angustifolia,0.689
Rollinia annonoides,0.32
Rollinia exsucca,0.37475
Rollinia insignis,0.425
Rollinia membranacea,0.3
Rollinia mucosa,0.32
Rollinia pittieri,0.27
Rollinia sericea,0.47
Rondeletia galeottii,0.5
Rothmannia fischeri,0.745
Rothmannia urcelliformis,0.538
Roucheria calophylla,0.88
Roucheria columbiana,0.77
Roupala brasiliensis,0.8993333333333333
Roupala glabrata,0.8300000000000001
Roupala montana,0.7833333333333333
Ruagea insignis,0.47
Rubus alceifolius,0.35
Rudgea viburnoides,0.57
Ruizterania albiflora,0.576125
Ruizterania retusa,0.7050000000000001
Ruprechtia apetala,0.6605
Ruprechtia exploratricis,0.7
Ruprechtia fusca,0.7
Ruprechtia laxiflora,0.586
Ruprechtia triflora,0.619
Ryparosa caesia,0.57
Ryparosa fasciculata,0.62
Ryparosa hullettii,0.61
Ryparosa javanica,0.45
Ryparosa kunstleri,0.53
Ryparosa micromera,0.7
Ryparosa multinervosa,0.6
Ryparosa wallichii,0.69
Ryparosa wrayi,0.49
Saccellium brasiliense,0.92
Sacoglottis cydonioides,0.7823333333333333
Sacoglottis gabonensis,0.7963333333333334
Sacoglottis guianensis,0.8358571428571429
Sacoglottis mattogrossensis,0.77
Sacoglottis procera,0.69
Sageraea elliptica,0.67
Sageraea lanceolata,0.63
Sageraea laurina,0.52
Sageraea listeri,0.758
Sagotia racemosa,0.58
Salacia elliptica,0.76
Salix alba,0.284
Salix babylonica,0.42
Salix caprea,0.396
Salix chaenomeloides,0.43
Salix chilensis,0.40399999999999997
Salix fragilis,0.36
Salix lasiandra,0.39
Salix macrolepis,0.3233333333333333
Salix matsudana,0.46775
Salix nigra,0.36
Salix purpurea,0.46
Salix subserrata,0.525
Salix tetrasperma,0.34
Salix wallichiana,0.46
Salvadora persica,0.594
Salvertia convallariodora,0.65
Sambucus caerulea,0.46
Sambucus mexicana,0.45
Sambucus peruviana,0.429
Sandoricum beccarianum,0.38
Sandoricum emarginatum,0.38
Sandoricum koetjape,0.47333333333333333
Sandoricum vidalii,0.453
Sandwithia guyanensis,0.74
Santalum acuminatum,0.677
Santalum lanceolatum,0.78
Santalum macgregorii,0.689
Santalum murrayanum,0.623
Santalum spicatum,0.8376666666666667
Santiria apiculata,0.5800000000000001
Santiria conferta,0.5233333333333333
Santiria griffithii,0.675
Santiria laevigata,0.525
Santiria lamprocarpa,0.63
Santiria oblongifolia,0.53
Santiria rubiginosa,0.6833333333333332
Santiria rubra,0.54
Santiria tomentosa,0.5800000000000001
Santiria trimera,0.5463333333333333
Sapindus divaricatus,0.6
Sapindus laurifolius,0.9093333333333332
Sapindus mukorossi,0.7015
Sapindus rarak,0.51
Sapindus saponaria,0.71225
Sapium aucuparium,0.45
Sapium baccatum,0.3353333333333333
Sapium discolor,0.344
Sapium ellipticum,0.551
Sapium glandulosum,0.41525
Sapium haematospermum,0.3325
Sapium insigne,0.372
Sapium jenmani,0.46
Sapium jenmanii,0.43999999999999995
Sapium laurocerasus,0.38
Sapium luzonicum,0.427
Sapium macrocarpum,0.4375
Sapium marmieri,0.41
Sapium pedicellatum,0.36
Sapium sebiferum,0.473
Sapium stylare,0.47
Sapranthus palanga,0.63
Saraca bijuga,0.54
Saraca declinata,0.44
Saraca dives,0.637
Saraca indica,0.648
Saraca minor,0.48
Saraca thaipingensis,0.47
Sarcaulus brasiliensis,0.615
Sarcocephalus cordatus,0.498
Sarcomelicope simplicifolia,0.765
Sarcopteryx martyana,0.562
Sarcopteryx stipitata,0.839
Sarcosperma arboreum,0.413
Sarcosperma laurinum,0.4666666666666666
Sarcosperma paniculatum,0.38
Sarcosperma uittienii,0.46
Sarcotheca diversifolia,0.61
Sarcotheca glauca,0.61
Sarcotoechia lanceolata,0.663
Sassafras albidum,0.42
Sassafras tzumu,0.4696666666666667
Saurauia capitulata,0.32
Saurauia laevigata,0.435
Saurauia macrantha,0.38
Saurauia roxburghii,0.579
Saurauia tristyla,0.339
Saxegothaea conspicua,0.501
Scaphium affine,0.56
Scaphium borneense,0.5
Scaphium linearicarpum,0.41
Scaphium longiflorum,0.44
Scaphium macropodum,0.53
Schefflera actinophylla,0.413
Schefflera aromatica,0.37
Schefflera decaphylla,0.4463333333333333
Schefflera morototoni,0.4559375
Schefflera octophylla,0.3706
Schefflera rodriguesiana,0.43
Schefflera umbellifera,0.276
Schima argentea,0.525
Schima noronhae,0.59
Schima superba,0.5375000000000001
Schima wallichii,0.55775
Schinopsis balansae,1.07425
Schinopsis brasiliensis,1.23
Schinopsis haenkeana,0.998
Schinopsis lorentzii,0.9
Schinopsis quebracho-colorado,0.9868
Schinus johnstonii,0.71
Schinus meyeri,0.525
Schinus molle,0.525
Schinziophyton rautanenii,0.16949999999999998
Schistostemon retusum,1.0
Schizolobium amazonicum,0.5800000000000001
Schizolobium parahyba,0.3465
Schizolobium parahybum,0.3
Schizolobium robustum,0.42600000000000005
Schizomeria gorumensis,0.56
Schizomeria ilicina,0.51
Schizomeria orthophlebia,0.51
Schizomeria ovata,0.541
Schizomeria serrata,0.5155000000000001
Schizomeria versteeghii,0.46
Schizomeria whitei,0.594
Schleichera oleosa,0.89675
Schleichera trijuga,0.9
Schoutenia accrescens,0.77
Schoutenia kunstleri,0.64
Schoutenia ovata,0.79
Schrebera alata,0.607
Schrebera arborea,0.663
Schrebera swietenioides,0.754
Schrebera trichoclada,0.801
Sciadodendron excelsum,0.53
Sclerocarya birrea,0.508
Sclerocarya caffra,0.469
Sclerolobium albiflorum,0.3715
Sclerolobium aureum,0.7
Sclerolobium chrysophyllum,0.615
Sclerolobium denudatum,0.63
Sclerolobium melanocarpum,0.61
Sclerolobium melinonii,0.4995
Sclerolobium micranthum,0.44
Sclerolobium micropetalum,0.45166666666666666
Sclerolobium paraense,0.6880000000000001
Sclerolobium poeppigianum,0.65
Sclerolobium rugosum,0.69
Sclerolobium setiferum,0.51
Scleronema micranthum,0.6247777777777778
Scleronema praecox,0.5933333333333334
Scolopia braunii,0.663
Scolopia saeva,0.83
Scolopia spinosa,0.74
Scolopia zeyheri,0.715
Scorodocarpus borneensis,0.7233333333333333
Scorodophloeus zenkeri,0.72375
Scottellia kamerunensis,0.542
Scottellia klaineana,0.57575
Scutia buxifolia,0.9129999999999999
Scutinanthe brunnea,0.56
Scyphiphora hydrophylacea,0.68
Scyphiphora hydrophyllacea,0.69
Scyphocephalium mannii,0.5074444444444445
Scytopetalum tieghemii,0.625
Sebastiania brasiliensis,0.6735
Sebastiania commersoniana,0.6365000000000001
Securinega flexuosa,0.6933333333333334
Securinega guaraiuva,0.9
Securinega samoana,0.663
Seguieria langsdorffii,0.59
Semecarpus albescens,0.26
Semecarpus anacardium,0.42500000000000004
Semecarpus australiensis,0.387
Semecarpus heterophylla,0.32
Semecarpus lucens,0.27
Semecarpus magnifica,0.413
Senefeldera inclinata,0.7
Senefeldera macrophylla,0.86
Senna atomaria,0.8
Senna multijuga,0.582
Senna racemosa,0.54
Senna reticulata,0.45
Senna siamea,0.66
Senna singueana,0.706
Senna timorensis,0.482
Septotheca tessmannii,0.59
Sequoia sempervirens,0.38
Serianthes grandiflora,0.49
Serianthes melanesica,0.32
Serianthes myriadenia,0.48
Sesbania grandiflora,0.44799999999999995
Sesbania sesban,0.43
Sextonia rubra,0.5522857142857143
Shirakiopsis elliptica,0.5115000000000001
Shorea acuminata,0.42
Shorea acuminatissima,0.39
Shorea agami,0.53
Shorea agsaboensis,0.33
Shorea albida,0.58
Shorea almon,0.39
Shorea amplexicaulis,0.44
Shorea argentifolia,0.52
Shorea assamica,0.4643333333333333
Shorea astylosa,0.72
Shorea atrinervosa,0.77
Shorea balangeran,0.69
Shorea balanocarpoides,0.5900000000000001
Shorea beccariana,0.47
Shorea bentongensis,0.5449999999999999
Shorea blumutensis,0.72
Shorea bracteolata,0.535
Shorea ciliata,0.89
Shorea collina,0.82
Shorea contorta,0.43
Shorea coriacea,0.56
Shorea curtisii,0.5266666666666667
Shorea dasyphylla,0.435
Shorea dealbata,0.595
Shorea elliptica,0.79
Shorea exelliptica,0.77
Shorea faguetiana,0.48
Shorea falcifera,0.845
Shorea falciferoides,0.72
Shorea fallax,0.5
Shorea ferruginea,0.39
Shorea flemmichii,0.68
Shorea foxworthyi,0.8166666666666668
Shorea gibbosa,0.45499999999999996
Shorea glauca,0.845
Shorea gratissima,0.64
Shorea guiso,0.7050000000000001
Shorea havilandii,0.88
Shorea hemsleyana,0.65
Shorea henryana,0.6599999999999999
Shorea hopeifolia,0.485
Shorea hypochra,0.615
Shorea inaequilateralis,0.68
Shorea inappendiculata,0.7849999999999999
Shorea javanica,0.51
Shorea johorensis,0.3933333333333333
Shorea kalunti,0.46
Shorea kunstleri,0.7166666666666667
Shorea laevis,0.6866666666666666
Shorea lamellata,0.5833333333333334
Shorea lepida,0.395
Shorea leprosula,0.44
Shorea leptoclados,0.44
Shorea longisperma,0.43999999999999995
Shorea lumutensis,0.92
Shorea macrantha,0.595
Shorea macrophylla,0.32
Shorea macroptera,0.425
Shorea malibato,0.72
Shorea materialis,0.745
Shorea maxima,0.57
Shorea maxwelliana,0.83
Shorea meadiana,0.75
Shorea mecistopteryx,0.4266666666666667
Shorea multiflora,0.51
Shorea negrosensis,0.51
Shorea oblongifolia,0.895
Shorea obtusa,0.85
Shorea ochracea,0.44999999999999996
Shorea ochrophloia,0.725
Shorea ovalis,0.43
Shorea ovata,0.64
Shorea pachyphylla,0.62
Shorea palembanica,0.4533333333333333
Shorea palosapis,0.42
Shorea parvifolia,0.405
Shorea parvistipulata,0.4
Shorea pauciflora,0.5325
Shorea philippinensis,0.43
Shorea pinanga,0.36333333333333334
Shorea platycarpa,0.59
Shorea platyclados,0.5566666666666666
Shorea polita,0.505
Shorea polysperma,0.505
Shorea quadrinervis,0.435
Shorea resina-nigra,0.53
Shorea resinosa,0.61
Shorea retinodes,0.61
Shorea robusta,0.73
Shorea roxburghii,0.7
Shorea rugosa,0.5566666666666666
Shorea scaberrima,0.47
Shorea scabrida,0.45999999999999996
Shorea scrobiculata,0.81
Shorea selanica,0.37
Shorea seminis,0.72
Shorea sericeiflora,0.79
Shorea siamensis,0.86
Shorea singkawang,0.53
Shorea smithiana,0.355
Shorea sororia,0.43
Shorea squamata,0.42
Shorea stenoptera,0.33
Shorea suavis,0.78
Shorea submontana,0.86
Shorea sumatrana,0.71
Shorea superba,0.69
Shorea talura,0.62
Shorea teysmanniana,0.505
Shorea uliginosa,0.51
Shorea venulosa,0.65
Shorea virescens,0.435
Shorea xanthophylla,0.52
Sideroxylon capiri,0.76
Sideroxylon foetidissimum,0.895
Sideroxylon inerme,0.857
Sideroxylon longepetiolatum,0.48
Sideroxylon obovatum,0.86
Sideroxylon obtusifolium,0.7773333333333333
Sideroxylon portoricense,0.915
Sideroxylon salicifolium,0.8666666666666667
Simaba cedron,0.47433333333333333
Simaba multiflora,0.3365
Simaba orinocensis,0.42
Simarouba amara,0.3833333333333333
Simarouba tulae,0.85
Simarouba versicolor,0.4382
Simira ecuadorensis,0.8
Simira maxonii,0.615
Simira rubescens,0.8
Simira salvadorensis,0.6000000000000001
Simira tinctoria,0.67
Sindora affinis,0.61
Sindora beccariana,0.5449999999999999
Sindora bruggemanii,0.54
Sindora coriacea,0.5499999999999999
Sindora echinocalyx,0.61
Sindora galedupa,0.615
Sindora glabra,0.5735
Sindora irpicina,0.48
Sindora javanica,0.57
Sindora klaineana,0.5775
Sindora leiocarpa,0.51
Sindora parvifoliola,0.56
Sindora siamensis,0.7160000000000001
Sindora sumatrana,0.6
Sindora supa,0.555
Sindora tonkinensis,0.71
Sindora velutina,0.54
Sindora wallichii,0.54
Sindoropsis letestui,0.6401249999999999
Siparuna cuspidata,0.655
Siparuna decipiens,0.6405
Siparuna poeppigii,0.69
Siphonodon australis,0.688
Siphonodon celastrineus,0.6194999999999999
Siphonodon membranaceus,0.719
Siphonodon pendulus,0.607
Sloanea aberrans,0.41
Sloanea australis,0.5163333333333333
Sloanea berteriana,0.8
Sloanea celebica,0.53
Sloanea dasycarpa,0.431
Sloanea echinocarpa,0.77
Sloanea eichleri,0.75
Sloanea forbesii,0.421
Sloanea fragrans,0.47
Sloanea grandiflora,0.81025
Sloanea guianensis,0.8211999999999999
Sloanea javanica,0.5449999999999999
Sloanea langii,0.594
Sloanea laurifolia,0.8155
Sloanea macbrydei,0.47733333333333333
Sloanea megacarpa,0.861
Sloanea monosperma,0.88
Sloanea nitida,0.9550000000000001
Sloanea paradisearum,0.32
Sloanea petenensis,0.67
