site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A01,114.0,,,726839.8,9684858.92,O,20.3,A,15.23,21.13,20090617-20090708,20.4,A,19.9,20100714-20100805,20.4,A,12.74,19.36,20110712-20110719,M1,17.39,21.13,measured,0.05,observed,-1.0,20.35,21.09
TAP_A01,115.0,,,726844.95,9684858.46,O,21.0,A,10.32,17.91,20090617-20090708,21.6,A,21.27,20100714-20100805,21.9,A,12.36,13.91,20110712-20110719,M1,18.21,17.91,measured,0.45,observed,-1.0,21.45,17.67
TAP_A01,116.0,,,726850.64,9684860.75,O,5.2,A,3.51,7.77,20090617-20090708,5.6,A,7.8,20100714-20100805,5.9,A,3.81,7.21,20110712-20110719,M1,7.18,7.77,measured,0.35,observed,-1.0,5.55,7.41
TAP_A01,117.0,,,726876.49,9684861.09,O,15.2,A,5.01,10.18,20090617-20090708,15.3,A,10.51,20100714-20100805,15.5,A,2.27,10.24,20110712-20110719,M1,14.47,10.18,measured,0.15,observed,-1.0,15.35,10.12
TAP_A01,118.0,,,726883.62,9684861.96,O,9.7,A,9.66,11.99,20090617-20090708,9.6,D,7.29,20100714-20100805,9.6,D,,6.95,20110712-20110719,M1,10.31,11.99,measured,0.0,observed,-1.0,9.6,11.99
TAP_A01,119.0,,,726894.75,9684861.54,O,17.5,A,4.33,5.75,20090617-20090708,17.6,A,10.79,20100714-20100805,18.1,A,3.52,9.75,20110712-20110719,M1,16.07,5.75,measured,0.3,observed,-1.0,17.8,5.69
TAP_A01,120.0,,,726901.97,9684863.26,O,11.3,A,7.36,9.27,20090617-20090708,11.4,A,9.72,20100714-20100805,11.4,A,5.83,9.58,20110712-20110719,M1,11.67,9.27,measured,0.05,observed,-1.0,11.35,9.25
TAP_A01,121.0,,,726908.08,9684862.93,O,8.5,A,3.27,11.36,20090617-20090708,8.7,A,10.39,20100714-20100805,8.9,A,4.73,11.08,20110712-20110719,M1,9.76,11.36,measured,0.2,observed,-1.0,8.7,11.17
TAP_A01,122.0,,,726912.79,9684863.07,O,8.9,A,17.2,20.77,20090617-20090708,9.6,A,16.11,20100714-20100805,9.5,A,13.87,17.41,20110712-20110719,M1,10.23,20.77,measured,0.3,observed,-1.0,9.2,20.3
TAP_A01,123.0,,,726921.26,9684862.8,P,5.8,A,3.09,5.73,20090617-20090708,6.0,A,5.04,20100714-20100805,6.0,A,3.45,5.63,20110712-20110719,M1,7.27,5.73,measured,0.1,observed,-1.0,5.9,5.66
TAP_A01,124.0,,,726923.15,9684862.86,O,14.4,A,9.29,14.73,20090617-20090708,14.8,A,17.12,20100714-20100805,15.0,A,13.1,15.01,20110712-20110719,M1,14.15,14.73,measured,0.3,observed,-1.0,14.7,14.52
TAP_A01,125.0,,,726925.99,9684863.43,O,50.2,A,26.41,33.72,20090617-20090708,50.1,A,35.07,20100714-20100805,50.1,D,,36.66,20110712-20110719,M1,29.31,33.72,measured,0.0,observed,-1.0,50.1,33.72
TAP_A01,126.0,,,726934.0,9684863.66,O,5.5,A,4.75,8.49,20090617-20090708,5.7,A,10.09,20100714-20100805,5.8,A,4.72,12.13,20110712-20110719,M1,7.09,8.49,measured,0.15,observed,-1.0,5.65,8.32
TAP_A01,127.0,,,726934.02,9684864.16,O,12.1,A,10.67,14.69,20090617-20090708,12.8,A,17.7,20100714-20100805,12.9,A,11.45,14.77,20110712-20110719,M1,12.74,14.69,measured,0.4,observed,-1.0,12.5,14.37
TAP_A01,128.0,,,726937.76,9684863.27,O,18.2,A,13.16,16.88,20090617-20090708,18.4,A,13.78,20100714-20100805,18.7,A,11.27,13.03,20110712-20110719,M1,16.42,16.88,measured,0.25,observed,-1.0,18.45,16.74
TAP_A01,129.0,,,726941.53,9684863.37,O,95.6,D,2.47,29.5,20090617-20090708,94.8,D,26.64,20100714-20100805,94.8,D,,27.9,20110712-20110719,M1,38.29,29.5,measured,0.0,observed,-1.0,94.8,29.5
TAP_A01,130.0,,,726943.52,9684864.42,O,5.4,A,4.69,6.71,20090617-20090708,5.5,A,5.63,20100714-20100805,5.5,A,3.43,4.62,20110712-20110719,M1,6.81,6.71,measured,0.05,observed,-1.0,5.45,6.66
TAP_A01,131.0,,,726948.41,9684862.49,O,41.5,A,14.75,23.52,20090617-20090708,41.7,A,27.16,20100714-20100805,41.8,A,27.68,32.68,20110712-20110719,M1,26.7,23.52,measured,0.15,observed,-1.0,41.65,23.48
TAP_A01,132.0,,,726951.15,9684863.52,O,16.8,A,11.5,14.12,20090617-20090708,17.0,A,16.74,20100714-20100805,17.6,A,12.65,17.31,20110712-20110719,M1,15.77,14.12,measured,0.4,observed,-1.0,17.2,13.91
TAP_A01,133.0,,,726961.52,9684863.17,O,13.0,A,8.07,12.01,20090617-20090708,13.4,A,20.09,20100714-20100805,13.6,A,10.42,15.08,20110712-20110719,M1,13.22,12.01,measured,0.3,observed,-1.0,13.3,11.83
TAP_A01,134.0,,,726970.29,9684864.79,O,5.4,A,6.11,7.34,20090617-20090708,5.8,A,8.18,20100714-20100805,5.8,A,5.84,8.57,20110712-20110719,M1,7.09,7.34,measured,0.2,observed,-1.0,5.6,7.14
TAP_A01,135.0,,,726975.74,9684864.37,O,19.2,A,10.56,12.6,20090617-20090708,19.2,A,14.04,20100714-20100805,19.1,A,13.13,15.88,20110712-20110719,M1,16.65,12.6,measured,0.0,observed,-1.0,19.1,12.6
TAP_A01,136.0,,,726980.66,9684864.93,O,9.3,A,1.61,7.03,20090617-20090708,9.8,A,7.98,20100714-20100805,9.3,A,5.51,8.66,20110712-20110719,M1,10.08,7.03,measured,0.0,observed,-1.0,9.3,7.03
TAP_A01,137.0,,,726982.78,9684859.97,O,72.5,A,33.88,38.74,20090617-20090708,72.7,A,31.63,20100714-20100805,72.7,A,27.41,33.52,20110712-20110719,M1,34.69,38.74,measured,0.1,observed,-1.0,72.6,38.72
TAP_A01,138.0,,,726982.84,9684864.46,O,7.1,A,5.66,5.96,20090617-20090708,7.1,A,7.09,20100714-20100805,7.3,A,5.09,8.54,20110712-20110719,M1,8.43,5.96,measured,0.1,observed,-1.0,7.2,5.9
TAP_A01,139.0,,,726994.32,9684865.12,O,15.1,D,1.39,6.79,20090617-20090708,14.9,D,5.51,20100714-20100805,14.9,D,,5.35,20110712-20110719,M1,14.08,6.79,measured,0.0,observed,-1.0,14.9,6.79
TAP_A01,140.0,,,727000.27,9684864.92,O,7.8,A,4.49,7.24,20090617-20090708,7.9,A,5.58,20100714-20100805,7.9,A,5.1,6.67,20110712-20110719,M1,8.94,7.24,measured,0.05,observed,-1.0,7.85,7.2
TAP_A01,141.0,,,727003.44,9684865.22,O,5.8,A,4.08,8.72,20090617-20090708,6.0,A,7.83,20100714-20100805,6.1,A,4.57,7.63,20110712-20110719,M1,7.36,8.72,measured,0.15,observed,-1.0,5.95,8.57
TAP_A01,142.0,,,727005.57,9684863.93,O,16.0,A,8.47,10.88,20090617-20090708,16.4,A,8.42,20100714-20100805,16.5,A,12.31,15.79,20110712-20110719,M1,15.1,10.88,measured,0.25,observed,-1.0,16.25,10.77
TAP_A01,143.0,,,727007.52,9684865.59,O,13.2,A,5.38,13.91,20090617-20090708,13.2,A,11.27,20100714-20100805,13.7,A,7.55,9.04,20110712-20110719,M1,13.29,13.91,measured,0.25,observed,-1.0,13.45,13.73
TAP_A01,144.0,,,727009.38,9684866.26,O,7.1,A,5.93,8.41,20090617-20090708,7.1,A,3.24,20100714-20100805,7.8,A,0.51,3.89,20110712-20110719,M1,8.85,8.41,measured,0.35,observed,-1.0,7.45,8.13
TAP_A01,145.0,,,727026.6,9684867.85,L,5.1,A,7.51,8.05,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,8.05,measured,0.1,site_median,-1.0,,
TAP_A01,146.0,,,727027.46,9684867.43,O,44.6,A,31.98,37.93,20090617-20090708,44.8,A,22.11,20100714-20100805,44.9,A,19.67,23.85,20110712-20110719,M1,27.72,37.93,measured,0.15,observed,-1.0,44.75,37.88
TAP_A01,147.0,,,727027.46,9684867.43,L,5.4,A,8.76,9.63,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,9.63,measured,0.1,site_median,-1.0,,
TAP_A01,148.0,,,727027.91,9684867.47,L,5.1,A,8.82,10.26,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,10.26,measured,0.1,site_median,-1.0,,
TAP_A01,149.0,,,727047.94,9684868.07,O,10.7,A,4.67,8.25,20090617-20090708,10.9,A,7.23,20100714-20100805,10.9,A,5.11,7.22,20110712-20110719,M1,11.3,8.25,measured,0.1,observed,-1.0,10.8,8.2
TAP_A01,150.0,,,727052.5,9684868.77,O,10.0,A,4.62,8.12,20090617-20090708,10.2,A,11.07,20100714-20100805,10.5,A,6.19,10.97,20110712-20110719,M1,11.0,8.12,measured,0.25,observed,-1.0,10.25,7.98
TAP_A01,151.0,,,727058.19,9684869.52,L,10.0,A,1.16,15.93,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,15.93,measured,0.1,site_median,-1.0,,
TAP_A01,152.0,,,727058.08,9684867.02,O,48.9,A,17.49,20.53,20090617-20090708,49.2,A,14.51,20100714-20100805,48.7,A,14.0,17.74,20110712-20110719,M1,28.9,20.53,measured,0.0,observed,-1.0,48.7,20.53
TAP_A01,153.0,,,727065.55,9684869.84,O,16.5,A,10.43,16.01,20090617-20090708,16.3,A,11.2,20100714-20100805,16.2,A,9.02,11.17,20110712-20110719,M1,14.91,16.01,measured,0.0,observed,-1.0,16.2,16.01
TAP_A01,154.0,,,727067.49,9684862.44,O,89.4,D,0.56,6.38,20090617-20090708,89.2,D,14.64,20100714-20100805,89.2,D,,14.39,20110712-20110719,M1,37.49,6.38,measured,0.0,observed,-1.0,89.2,6.38
TAP_A01,155.0,,,727071.2,9684869.59,O,12.5,A,9.6,13.06,20090617-20090708,13.0,A,15.89,20100714-20100805,13.2,A,9.54,17.29,20110712-20110719,M1,12.95,13.06,measured,0.35,observed,-1.0,12.85,12.82
TAP_A01,156.0,,,727075.1,9684868.26,O,43.7,A,15.05,18.95,20090617-20090708,43.9,D,18.29,20100714-20100805,43.9,D,,16.86,20110712-20110719,M1,27.4,18.95,measured,0.1,observed,-1.0,43.8,18.93
TAP_A01,157.0,,,727077.97,9684869.38,O,11.5,A,4.04,7.84,20090617-20090708,13.0,A,6.15,20100714-20100805,14.9,A,3.91,5.21,20110712-20110719,M1,14.08,7.84,measured,1.7,observed,-1.0,13.2,7.21
TAP_A01,158.0,,,727084.27,9684871.15,O,7.3,A,3.62,7.75,20090617-20090708,7.3,A,6.41,20100714-20100805,7.3,D,0.68,4.45,20110712-20110719,M1,8.43,7.75,measured,0.0,observed,-1.0,7.3,7.75
TAP_A01,159.0,,,727089.33,9684870.38,O,9.8,A,4.31,5.42,20090617-20090708,9.9,A,4.58,20100714-20100805,9.9,A,2.28,3.28,20110712-20110719,M1,10.55,5.42,measured,0.05,observed,-1.0,9.85,5.4
TAP_A01,160.0,,,727103.17,9684867.37,O,63.3,A,16.54,22.0,20090617-20090708,62.9,A,21.0,20100714-20100805,63.9,A,17.87,21.44,20110712-20110719,M1,32.85,22.0,measured,0.3,observed,-1.0,63.6,21.95
TAP_A01,161.0,,,727108.85,9684872.46,O,9.6,A,8.87,11.89,20090617-20090708,9.7,A,12.12,20100714-20100805,9.8,A,10.34,12.3,20110712-20110719,M1,10.47,11.89,measured,0.1,observed,-1.0,9.7,11.8
TAP_A01,162.0,,,727113.05,9684872.97,O,19.9,A,14.1,17.17,20090617-20090708,19.9,A,20.19,20100714-20100805,19.9,A,15.16,20.52,20110712-20110719,M1,17.11,17.17,measured,0.0,observed,-1.0,19.9,17.17
TAP_A01,163.0,,,727112.99,9684872.47,O,24.7,D,1.57,10.17,20090617-20090708,24.9,D,9.72,20100714-20100805,24.9,D,,8.2,20110712-20110719,M1,19.75,10.17,measured,0.1,observed,-1.0,24.8,10.14
TAP_A01,164.0,,,727114.98,9684873.69,O,12.8,A,9.04,13.66,20090617-20090708,12.8,A,16.19,20100714-20100805,12.7,A,5.54,14.17,20110712-20110719,M1,12.6,13.66,measured,0.0,observed,-1.0,12.7,13.66
TAP_A01,165.0,,,727118.13,9684873.09,O,9.0,A,7.13,10.23,20090617-20090708,9.1,A,10.68,20100714-20100805,9.3,A,5.03,11.3,20110712-20110719,M1,10.08,10.23,measured,0.15,observed,-1.0,9.15,10.11
TAP_A01,166.0,,,727121.05,9684874.42,O,13.0,A,13.81,19.57,20090617-20090708,14.2,A,22.16,20100714-20100805,14.9,A,13.91,15.49,20110712-20110719,M1,14.08,19.57,measured,0.95,observed,-1.0,13.95,18.71
TAP_A01,167.0,,,727123.38,9684874.71,O,7.0,A,5.97,9.55,20090617-20090708,7.1,A,8.45,20100714-20100805,7.0,A,5.47,9.55,20110712-20110719,M1,8.17,9.55,measured,0.0,observed,-1.0,7.0,9.55
TAP_A01,168.0,,,727125.19,9684874.44,O,5.5,A,10.37,11.39,20090617-20090708,5.5,A,11.4,20100714-20100805,5.5,A,6.81,11.26,20110712-20110719,M1,6.81,11.39,measured,0.0,observed,-1.0,5.5,11.39
TAP_A01,982.0,,,727128.26,9684873.93,P,,,,,20090617-20090708,19.7,A,8.07,20100714-20100805,20.0,A,2.24,4.53,20110712-20110719,M1,17.17,8.07,measured,0.1,site_median,-1.0,19.9,8.04
TAP_A01,169.0,,,727129.92,9684875.5,O,11.3,A,9.93,12.78,20090617-20090708,11.0,A,12.13,20100714-20100805,12.1,A,9.29,11.73,20110712-20110719,M1,12.18,12.78,measured,0.4,observed,-1.0,11.7,12.48
TAP_A01,170.0,,,727129.86,9684875.0,O,23.0,A,17.09,20.16,20090617-20090708,23.1,A,14.33,20100714-20100805,23.1,D,,16.3,20110712-20110719,M1,18.84,20.16,measured,0.05,observed,-1.0,23.05,20.13
TAP_A01,171.0,,,727139.26,9684876.63,O,11.0,A,5.13,8.58,20090617-20090708,11.1,A,9.82,20100714-20100805,11.3,A,7.62,10.23,20110712-20110719,M1,11.6,8.58,measured,0.15,observed,-1.0,11.15,8.5
TAP_A01,172.0,,,727138.43,9684873.6,O,29.0,A,21.29,26.86,20090617-20090708,29.5,A,28.12,20100714-20100805,29.5,A,24.18,28.46,20110712-20110719,M1,21.91,26.86,measured,0.25,observed,-1.0,29.25,26.73
TAP_A01,173.0,,,727144.39,9684877.25,L,5.2,A,1.07,2.37,20090617-20090708,5.2,A,,20100714-20100805,5.2,A,,,20110712-20110719,M1,6.52,2.37,measured,0.0,observed,-1.0,5.2,2.37
TAP_A01,174.0,,,727144.86,9684877.31,O,12.9,A,8.83,11.4,20090617-20090708,13.1,A,12.89,20100714-20100805,13.0,A,6.08,10.85,20110712-20110719,M1,12.81,11.4,measured,0.05,observed,-1.0,12.95,11.37
TAP_A01,992.0,,,727140.84,9684876.82,O,,,,,20090617-20090708,,A,,20100714-20100805,64.0,A,1.46,5.36,20110712-20110719,M1,32.87,5.36,measured,0.1,site_median,-1.0,63.9,5.36
TAP_A01,993.0,,,727108.97,9684873.5,O,,,,,20090617-20090708,,A,,20100714-20100805,5.7,A,4.89,8.84,20110712-20110719,M1,6.99,8.84,measured,0.1,site_median,-1.0,5.6,8.73
TAP_A01,994.0,,,727068.98,9684870.69,O,,,,,20090617-20090708,,A,,20100714-20100805,5.0,A,2.06,5.0,20110712-20110719,M1,6.33,5.0,measured,0.1,site_median,-1.0,4.9,4.92
TAP_A01,175.0,,,726968.42,9684524.52,O,23.2,D,1.73,10.25,20090617-20090708,22.7,D,11.06,20100714-20100805,22.7,D,,4.34,20110712-20110719,M2,18.63,10.25,measured,0.0,observed,-1.0,22.7,10.25
TAP_A01,176.0,,,726949.24,9684523.97,O,11.2,A,3.64,3.64,20090617-20090708,11.2,A,5.61,20100714-20100805,11.7,A,4.6,5.99,20110712-20110719,M2,11.89,3.64,measured,0.25,observed,-1.0,11.45,3.58
TAP_A01,177.0,,,726943.83,9684524.46,O,6.0,A,1.7,2.76,20090617-20090708,6.2,A,3.81,20100714-20100805,6.1,A,1.06,3.76,20110712-20110719,M2,7.36,2.76,measured,0.05,observed,-1.0,6.05,2.74
TAP_A01,178.0,,,726938.42,9684524.94,O,33.5,A,9.41,12.11,20090617-20090708,34.1,A,22.62,20100714-20100805,34.2,A,16.5,17.62,20110712-20110719,M2,23.89,12.11,measured,0.35,observed,-1.0,33.85,12.04
TAP_A01,179.0,,,726933.5,9684523.43,O,7.8,A,4.38,8.46,20090617-20090708,7.8,A,8.35,20100714-20100805,7.8,A,5.78,8.24,20110712-20110719,M2,8.85,8.46,measured,0.0,observed,-1.0,7.8,8.46
TAP_A01,180.0,,,726933.5,9684523.93,O,13.1,A,4.95,9.6,20090617-20090708,12.8,D,8.02,20100714-20100805,12.8,D,,6.55,20110712-20110719,M2,12.67,9.6,measured,0.0,observed,-1.0,12.8,9.6
TAP_A01,181.0,,,726931.04,9684523.93,O,11.1,A,6.05,11.06,20090617-20090708,11.5,A,10.83,20100714-20100805,11.5,A,5.36,7.88,20110712-20110719,M2,11.75,11.06,measured,0.2,observed,-1.0,11.3,10.92
TAP_A01,182.0,,,726931.04,9684523.93,O,10.5,A,6.22,10.14,20090617-20090708,10.8,A,8.33,20100714-20100805,10.9,A,6.04,8.69,20110712-20110719,M2,11.3,10.14,measured,0.2,observed,-1.0,10.7,10.01
TAP_A01,183.0,,,726929.07,9684523.42,O,17.6,A,8.33,12.11,20090617-20090708,18.6,A,19.34,20100714-20100805,19.1,A,12.04,15.16,20110712-20110719,M2,16.65,12.11,measured,0.75,observed,-1.0,18.35,11.8
TAP_A01,184.0,,,726924.16,9684523.41,O,17.3,A,7.13,16.03,20090617-20090708,18.1,A,15.28,20100714-20100805,18.8,A,15.4,17.89,20110712-20110719,M2,16.48,16.03,measured,0.75,observed,-1.0,18.05,15.6
TAP_A01,185.0,,,726917.28,9684525.89,O,14.4,A,1.54,6.1,20090617-20090708,13.8,A,4.47,20100714-20100805,13.8,D,,,20110712-20110719,M2,13.36,6.1,measured,0.0,observed,-1.0,13.8,6.1
TAP_A01,186.0,,,726906.45,9684523.37,O,8.0,A,4.15,9.29,20090617-20090708,7.2,A,9.23,20100714-20100805,7.3,A,6.92,10.19,20110712-20110719,M2,8.43,9.29,measured,0.0,observed,-1.0,7.3,9.29
TAP_A01,187.0,,,726898.09,9684523.85,O,8.1,A,4.09,13.32,20090617-20090708,8.2,A,10.42,20100714-20100805,8.2,A,9.18,11.21,20110712-20110719,M2,9.19,13.32,measured,0.05,observed,-1.0,8.15,13.26
TAP_A01,188.0,,,726897.11,9684524.84,O,70.5,A,35.14,38.76,20090617-20090708,70.7,A,42.19,20100714-20100805,70.7,A,37.34,44.63,20110712-20110719,M2,34.29,38.76,measured,0.1,observed,-1.0,70.6,38.74
TAP_A01,189.0,,,726891.71,9684527.33,O,84.4,A,18.43,23.26,20090617-20090708,84.3,A,22.47,20100714-20100805,84.5,A,13.98,25.68,20110712-20110719,M2,36.77,23.26,measured,0.05,observed,-1.0,84.45,23.25
TAP_A01,190.0,,,726887.78,9684527.32,O,69.4,A,21.34,25.98,20090617-20090708,69.4,A,28.98,20100714-20100805,70.0,A,29.6,32.76,20110712-20110719,M2,34.15,25.98,measured,0.3,observed,-1.0,69.7,25.93
TAP_A01,191.0,,,726884.82,9684522.81,O,11.0,A,7.24,11.97,20090617-20090708,11.2,A,12.11,20100714-20100805,11.4,A,6.6,10.92,20110712-20110719,M2,11.67,11.97,measured,0.2,observed,-1.0,11.2,11.83
TAP_A01,192.0,,,726882.36,9684524.81,O,49.7,A,33.07,45.01,20090617-20090708,50.0,A,36.4,20100714-20100805,50.5,A,28.0,35.44,20110712-20110719,M2,29.43,45.01,measured,0.4,observed,-1.0,50.1,44.83
TAP_A01,193.0,,,726873.96,9684522.83,O,8.8,A,8.67,11.06,20090617-20090708,9.3,A,12.18,20100714-20100805,9.4,A,8.25,11.56,20110712-20110719,M2,10.16,11.06,measured,0.3,observed,-1.0,9.1,10.8
TAP_A01,194.0,,,726860.25,9684525.39,O,22.8,A,19.14,21.82,20090617-20090708,23.0,A,18.99,20100714-20100805,23.1,A,25.06,30.42,20110712-20110719,M2,18.84,21.82,measured,0.15,observed,-1.0,22.95,21.73
TAP_A01,195.0,,,726850.02,9684525.3,O,11.4,A,9.69,17.26,20090617-20090708,11.3,A,15.09,20100714-20100805,11.5,A,11.17,15.88,20110712-20110719,M2,11.75,17.26,measured,0.05,observed,-1.0,11.45,17.2
TAP_A01,196.0,,,726837.23,9684525.31,O,15.7,A,1.76,7.17,20090617-20090708,15.6,A,7.34,20100714-20100805,15.5,A,3.86,7.34,20110712-20110719,M2,14.47,7.17,measured,0.0,observed,-1.0,15.5,7.17
TAP_A01,197.0,,,726830.69,9684528.08,O,91.9,A,36.95,45.59,20090617-20090708,91.4,A,44.22,20100714-20100805,91.4,A,34.51,47.29,20110712-20110719,M2,37.81,45.59,measured,0.0,observed,-1.0,91.4,45.59
TAP_A01,198.0,,,726828.04,9684525.68,P,21.3,A,18.29,26.1,20090617-20090708,21.5,A,27.15,20100714-20100805,21.9,A,17.98,22.5,20110712-20110719,M2,18.21,26.1,measured,0.3,observed,-1.0,21.6,25.87
TAP_A01,199.0,,,726819.39,9684527.03,O,24.1,A,18.64,24.2,20090617-20090708,24.0,A,23.87,20100714-20100805,24.0,D,,4.87,20110712-20110719,M2,19.3,24.2,measured,0.0,observed,-1.0,24.0,24.2
TAP_A01,200.0,,,726815.31,9684527.2,O,99.4,A,35.02,47.24,20090617-20090708,101.9,A,44.1,20100714-20100805,105.1,A,41.25,53.96,20110712-20110719,M2,39.58,47.24,measured,2.85,observed,-1.0,102.25,46.83
TAP_A01,201.0,,,726789.57,9684528.0,O,47.4,A,20.59,31.59,20090617-20090708,48.3,A,32.31,20100714-20100805,49.3,A,28.09,35.48,20110712-20110719,M2,29.08,31.59,measured,0.95,observed,-1.0,48.35,31.27
TAP_A01,202.0,,,726768.09,9684527.82,O,12.6,A,8.26,14.55,20090617-20090708,12.7,A,12.55,20100714-20100805,12.7,A,9.0,11.58,20110712-20110719,M2,12.6,14.55,measured,0.05,observed,-1.0,12.65,14.52
TAP_A01,203.0,,,726753.25,9684530.08,O,16.9,A,14.05,20.67,20090617-20090708,17.1,A,25.52,20100714-20100805,17.0,A,16.27,18.74,20110712-20110719,M2,15.41,20.67,measured,0.05,observed,-1.0,16.95,20.63
TAP_A01,204.0,,,726753.16,9684529.08,L,6.3,A,16.5,22.84,20090617-20090708,6.4,A,,20100714-20100805,6.9,A,,,20110712-20110719,M2,8.08,22.84,measured,0.3,observed,-1.0,6.6,22.08
TAP_A01,205.0,,,726753.16,9684529.08,L,5.5,A,16.5,22.84,20090617-20090708,5.6,A,,20100714-20100805,5.6,A,,,20110712-20110719,M2,6.9,22.84,measured,0.05,observed,-1.0,5.55,22.67
TAP_A01,206.0,,,726753.2,9684529.58,L,9.6,A,16.5,22.84,20090617-20090708,9.8,A,,20100714-20100805,9.8,A,,,20110712-20110719,M2,10.47,22.84,measured,0.1,observed,-1.0,9.7,22.67
TAP_A01,207.0,,,726746.72,9684529.13,O,13.5,A,8.48,11.45,20090617-20090708,13.7,A,11.11,20100714-20100805,13.9,A,10.34,12.01,20110712-20110719,M2,13.42,11.45,measured,0.2,observed,-1.0,13.7,11.34
TAP_A01,208.0,,,726741.93,9684529.54,O,24.0,A,1.82,12.48,20090617-20090708,24.0,A,12.82,20100714-20100805,24.0,A,12.76,14.1,20110712-20110719,M2,19.3,12.48,measured,0.0,observed,-1.0,24.0,12.48
TAP_A01,209.0,,,726741.39,9684529.58,O,15.2,A,17.23,19.1,20090617-20090708,15.5,A,20.28,20100714-20100805,15.5,A,18.06,20.69,20110712-20110719,M2,14.47,19.1,measured,0.15,observed,-1.0,15.35,18.98
TAP_A01,210.0,,,726735.04,9684530.62,O,6.8,A,1.84,2.67,20090617-20090708,6.8,A,2.94,20100714-20100805,7.0,A,1.83,2.97,20110712-20110719,M2,8.17,2.67,measured,0.1,observed,-1.0,6.9,2.64
TAP_A01,211.0,,,726729.84,9684532.57,O,34.7,A,15.63,20.38,20090617-20090708,35.2,A,33.59,20100714-20100805,35.5,A,32.06,35.34,20110712-20110719,M2,24.4,20.38,measured,0.4,observed,-1.0,35.1,20.25
TAP_A01,212.0,,,726726.02,9684531.89,O,11.0,A,11.11,13.34,20090617-20090708,10.8,A,15.33,20100714-20100805,11.1,A,12.31,15.11,20110712-20110719,M2,11.45,13.34,measured,0.05,observed,-1.0,11.05,13.29
TAP_A01,213.0,,,726716.74,9684531.9,P,5.7,A,2.48,4.96,20090617-20090708,5.8,A,1.85,20100714-20100805,5.8,D,,1.8,20110712-20110719,M2,7.09,4.96,measured,0.05,observed,-1.0,5.75,4.93
TAP_A01,214.0,,,726710.17,9684531.8,O,12.6,A,7.24,14.21,20090617-20090708,13.0,A,15.33,20100714-20100805,12.7,A,7.88,15.21,20110712-20110719,M2,12.6,14.21,measured,0.05,observed,-1.0,12.65,14.18
TAP_A01,215.0,,,726705.49,9684532.23,O,63.9,A,33.29,43.57,20090617-20090708,64.7,A,40.52,20100714-20100805,65.0,A,36.74,44.1,20110712-20110719,M2,33.09,43.57,measured,0.55,observed,-1.0,64.45,43.41
TAP_A01,216.0,,,726695.64,9684531.58,O,10.0,A,10.2,12.64,20090617-20090708,8.5,A,13.83,20100714-20100805,9.1,A,7.26,16.05,20110712-20110719,M2,9.92,12.64,measured,0.0,observed,-1.0,9.1,12.64
TAP_A01,217.0,,,726691.92,9684533.03,O,24.7,A,13.46,20.97,20090617-20090708,24.5,A,24.49,20100714-20100805,24.9,A,19.48,21.46,20110712-20110719,M2,19.75,20.97,measured,0.1,observed,-1.0,24.8,20.92
TAP_A01,218.0,,,726691.42,9684531.02,O,12.6,A,6.29,13.37,20090617-20090708,12.8,A,12.67,20100714-20100805,12.7,A,7.52,11.27,20110712-20110719,M2,12.6,13.37,measured,0.05,observed,-1.0,12.65,13.34
TAP_A01,219.0,,,726690.03,9684532.0,O,12.5,A,10.46,20.78,20090617-20090708,12.6,A,23.21,20100714-20100805,12.2,A,17.59,22.84,20110712-20110719,M2,12.25,20.78,measured,0.0,observed,-1.0,12.2,20.78
TAP_A01,220.0,,,726688.61,9684530.98,O,13.0,A,6.21,11.26,20090617-20090708,13.2,A,11.24,20100714-20100805,13.1,A,8.54,11.66,20110712-20110719,M2,12.88,11.26,measured,0.05,observed,-1.0,13.05,11.23
TAP_A01,221.0,,,726686.27,9684531.44,O,13.0,A,6.73,7.65,20090617-20090708,13.3,D,7.5,20100714-20100805,,D,,,20110712-20110719,M2,,7.65,measured,0.1,site_median,-1.0,,
TAP_A01,222.0,,,726685.79,9684530.94,O,9.6,A,6.77,13.59,20090617-20090708,9.9,A,13.53,20100714-20100805,10.0,A,11.22,13.51,20110712-20110719,M2,10.62,13.59,measured,0.2,observed,-1.0,9.8,13.4
TAP_A01,223.0,,,726684.45,9684535.41,O,55.0,A,21.42,28.72,20090617-20090708,52.3,A,29.72,20100714-20100805,59.3,A,24.23,30.55,20110712-20110719,M2,31.76,28.72,measured,2.15,observed,-1.0,57.15,28.24
TAP_A01,224.0,,,726675.02,9684531.27,O,8.3,A,4.62,8.36,20090617-20090708,8.5,A,8.4,20100714-20100805,8.5,A,5.85,8.67,20110712-20110719,M2,9.43,8.36,measured,0.1,observed,-1.0,8.4,8.29
