site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A01,879.0,,,727839.41,9684052.87,O,81.5,D,0.98,12.99,20090617-20090708,80.9,D,11.84,20100714-20100805,80.9,D,,13.69,20110712-20110719,M5,36.18,12.99,measured,0.0,observed,-1.0,80.9,12.99
TAP_A01,880.0,,,727838.43,9684053.85,O,9.5,A,8.15,8.93,20090617-20090708,9.8,A,11.75,20100714-20100805,10.2,A,4.99,12.01,20110712-20110719,M5,10.78,8.93,measured,0.35,observed,-1.0,9.85,8.71
TAP_A01,881.0,,,727836.95,9684054.82,O,11.2,A,5.89,9.04,20090617-20090708,11.8,A,4.79,20100714-20100805,,D,,,20110712-20110719,M5,,9.04,measured,0.1,site_median,-1.0,,
TAP_A01,882.0,,,727835.95,9684054.81,O,8.6,A,6.71,8.54,20090617-20090708,9.1,A,8.53,20100714-20100805,9.5,A,2.55,3.57,20110712-20110719,M5,10.23,8.54,measured,0.45,observed,-1.0,9.05,8.25
TAP_A01,883.0,,,727831.44,9684054.23,O,41.8,A,19.41,22.85,20090617-20090708,41.7,A,28.51,20100714-20100805,42.2,A,1.94,2.21,20110712-20110719,M5,26.83,22.85,measured,0.2,observed,-1.0,42.0,22.8
TAP_A01,884.0,,,727831.44,9684054.23,L,9.2,A,3.94,5.99,20090617-20090708,9.2,A,7.51,20100714-20100805,9.2,A,,,20110712-20110719,M5,10.0,5.99,measured,0.0,observed,-1.0,9.2,5.99
TAP_A01,885.0,,,727825.92,9684052.63,O,28.2,A,22.94,27.95,20090617-20090708,30.0,A,28.96,20100714-20100805,31.7,A,18.87,26.21,20110712-20110719,M5,22.86,27.95,measured,1.75,observed,-1.0,29.95,27.03
TAP_A01,886.0,,,727806.91,9684051.8,O,51.5,D,1.11,1.29,20090617-20090708,47.9,D,1.4,20100714-20100805,47.9,D,,1.49,20110712-20110719,M5,28.66,1.29,measured,0.0,observed,-1.0,47.9,1.29
TAP_A01,887.0,,,727802.95,9684053.73,O,5.5,A,4.71,5.19,20090617-20090708,5.5,A,7.55,20100714-20100805,5.9,A,1.63,4.29,20110712-20110719,M5,7.18,5.19,measured,0.2,observed,-1.0,5.7,5.05
TAP_A01,888.0,,,727799.45,9684054.17,O,7.5,A,7.56,8.69,20090617-20090708,8.0,A,8.15,20100714-20100805,8.6,A,3.86,8.93,20110712-20110719,M5,9.52,8.69,measured,0.55,observed,-1.0,8.05,8.27
TAP_A01,889.0,,,727799.45,9684053.67,O,11.4,A,6.28,7.04,20090617-20090708,11.5,A,6.22,20100714-20100805,11.9,A,8.85,10.08,20110712-20110719,M5,12.03,7.04,measured,0.25,observed,-1.0,11.65,6.93
TAP_A01,971.0,,,727884.13,9684054.85,O,,,,,20090617-20090708,10.3,A,9.58,20100714-20100805,13.4,A,6.66,12.44,20110712-20110719,M5,13.08,9.58,measured,0.1,site_median,-1.0,13.3,9.54
TAP_A01,890.0,,,727764.45,9684053.05,O,12.1,A,6.98,10.38,20090617-20090708,12.3,A,8.34,20100714-20100805,14.4,A,5.41,8.64,20110712-20110719,M5,13.76,10.38,measured,1.15,observed,-1.0,13.25,9.79
TAP_A01,891.0,,,727752.45,9684052.84,O,13.0,A,16.49,24.34,20090617-20090708,13.0,A,21.08,20100714-20100805,13.0,A,13.1,15.86,20110712-20110719,M5,12.81,24.34,measured,0.0,observed,-1.0,13.0,24.34
TAP_A01,892.0,,,727751.44,9684051.82,O,21.5,A,17.45,22.58,20090617-20090708,22.0,A,20.1,20100714-20100805,22.6,A,18.59,23.31,20110712-20110719,M5,18.58,22.58,measured,0.55,observed,-1.0,22.05,22.23
TAP_A01,893.0,,,727741.43,9684051.15,O,13.0,A,4.9,8.15,20090617-20090708,13.0,D,3.32,20100714-20100805,13.0,D,,3.18,20110712-20110719,M5,12.81,8.15,measured,0.0,observed,-1.0,13.0,8.15
TAP_A01,894.0,,,727728.97,9684052.93,O,8.3,A,8.85,15.91,20090617-20090708,9.2,A,13.66,20100714-20100805,9.9,A,6.72,15.06,20110712-20110719,M5,10.55,15.91,measured,0.8,observed,-1.0,9.1,14.96
TAP_A01,972.0,,,727728.47,9684052.92,O,18.9,A,18.75,22.04,20090617-20090708,18.9,A,22.18,20100714-20100805,19.0,A,14.02,20.69,20110712-20110719,M5,16.6,22.04,measured,0.05,observed,-1.0,18.95,22.0
TAP_A01,973.0,,,727728.01,9684052.31,O,,,,,20090617-20090708,6.1,A,10.12,20100714-20100805,6.7,A,6.94,10.76,20110712-20110719,M5,7.9,10.12,measured,0.1,site_median,-1.0,6.6,10.0
TAP_A01,896.0,,,727724.43,9684050.85,O,31.4,A,27.35,33.6,20090617-20090708,31.7,A,33.94,20100714-20100805,32.2,A,25.87,36.08,20110712-20110719,M5,23.07,33.6,measured,0.4,observed,-1.0,31.8,33.35
TAP_A01,897.0,,,727720.46,9684052.28,O,7.8,A,7.24,15.17,20090617-20090708,8.1,A,13.66,20100714-20100805,8.5,A,8.9,11.9,20110712-20110719,M5,9.43,15.17,measured,0.35,observed,-1.0,8.15,14.72
TAP_A01,898.0,,,727704.96,9684052.01,O,12.3,A,9.64,12.8,20090617-20090708,12.8,A,12.08,20100714-20100805,12.9,A,6.1,11.52,20110712-20110719,M5,12.74,12.8,measured,0.3,observed,-1.0,12.6,12.59
TAP_A01,899.0,,,727703.97,9684052.49,L,5.5,A,0.0,0.0,20090617-20090708,5.5,A,,20100714-20100805,5.5,D,,,20110712-20110719,M5,6.81,8.43,local_fit,0.0,observed,-1.0,5.5,8.43
TAP_A01,974.0,,,727695.96,9684051.85,O,6.3,A,5.21,8.06,20090617-20090708,6.4,A,7.79,20100714-20100805,6.4,A,5.21,7.61,20110712-20110719,M5,7.64,8.06,measured,0.05,observed,-1.0,6.35,8.01
TAP_A01,901.0,,,727691.44,9684050.77,O,46.5,A,32.66,37.44,20090617-20090708,46.5,A,32.12,20100714-20100805,46.4,A,20.79,26.2,20110712-20110719,M5,28.2,37.44,measured,0.0,observed,-1.0,46.4,37.44
TAP_A01,965.0,,,727690.97,9684052.26,O,25.6,A,16.07,19.83,20090617-20090708,25.3,A,25.09,20100714-20100805,25.7,A,14.19,20.64,20110712-20110719,M5,20.14,19.83,measured,0.05,observed,-1.0,25.65,19.81
TAP_A01,903.0,,,727687.44,9684050.2,O,64.6,A,27.16,34.28,20090617-20090708,64.6,A,47.3,20100714-20100805,64.8,A,31.19,41.6,20110712-20110719,M5,33.05,34.28,measured,0.1,observed,-1.0,64.7,34.26
TAP_A01,904.0,,,727679.96,9684051.07,O,11.9,A,5.56,14.68,20090617-20090708,12.0,A,10.64,20100714-20100805,12.1,A,,,20110712-20110719,M5,12.18,14.68,measured,0.1,observed,-1.0,12.0,14.6
TAP_A01,905.0,,,727679.47,9684052.06,O,24.0,A,23.92,27.25,20090617-20090708,24.1,A,27.28,20100714-20100805,24.1,A,18.39,24.04,20110712-20110719,M5,19.35,27.25,measured,0.05,observed,-1.0,24.05,27.22
TAP_A01,975.0,,,727678.36,9684051.54,O,,,,,20090617-20090708,5.3,A,8.83,20100714-20100805,5.1,A,5.2,8.66,20110712-20110719,M5,6.43,8.83,measured,0.1,site_median,-1.0,5.0,8.69
TAP_A01,906.0,,,727676.46,9684051.01,O,30.1,A,24.04,26.59,20090617-20090708,30.2,A,30.03,20100714-20100805,30.5,A,17.07,26.52,20110712-20110719,M5,22.35,26.59,measured,0.2,observed,-1.0,30.3,26.48
TAP_A01,907.0,,,727671.45,9684050.42,O,68.3,A,22.51,29.27,20090617-20090708,68.7,A,36.53,20100714-20100805,69.0,A,23.76,35.61,20110712-20110719,M5,33.95,29.27,measured,0.35,observed,-1.0,68.65,29.21
TAP_A01,908.0,,,727661.98,9684051.75,O,6.0,A,4.96,6.18,20090617-20090708,5.9,A,6.25,20100714-20100805,5.9,A,5.43,6.95,20110712-20110719,M5,7.18,6.18,measured,0.0,observed,-1.0,5.9,6.18
TAP_A01,909.0,,,727657.85,9684044.68,O,80.7,A,40.1,52.19,20090617-20090708,80.8,A,48.03,20100714-20100805,81.6,A,30.61,48.37,20110712-20110719,M5,36.29,52.19,measured,0.45,observed,-1.0,81.15,52.09
TAP_A01,910.0,,,727649.45,9684050.04,O,16.2,A,3.14,11.97,20090617-20090708,15.9,A,12.71,20100714-20100805,16.2,A,4.78,12.21,20110712-20110719,M5,14.91,11.97,measured,0.0,observed,-1.0,16.2,11.97
TAP_A01,911.0,,,727646.47,9684050.98,O,7.1,A,10.55,14.03,20090617-20090708,7.0,A,14.42,20100714-20100805,7.2,A,8.21,15.19,20110712-20110719,M5,8.34,14.03,measured,0.05,observed,-1.0,7.15,13.96
TAP_A01,912.0,,,727634.46,9684050.27,O,14.5,A,4.2,7.84,20090617-20090708,14.7,A,8.96,20100714-20100805,14.6,A,2.11,6.81,20110712-20110719,M5,13.89,7.84,measured,0.05,observed,-1.0,14.55,7.82
TAP_A01,913.0,,,727621.95,9684049.05,O,20.9,A,16.34,19.32,20090617-20090708,21.0,A,21.55,20100714-20100805,21.3,A,12.78,17.85,20110712-20110719,M5,17.88,19.32,measured,0.2,observed,-1.0,21.1,19.21
TAP_A01,976.0,,,727620.07,9684050.12,O,,,,,20090617-20090708,9.0,A,9.92,20100714-20100805,8.9,A,5.26,9.02,20110712-20110719,M5,9.76,9.92,measured,0.1,site_median,-1.0,8.8,9.84
TAP_A01,977.0,,,727616.72,9684050.06,O,,,,,20090617-20090708,12.9,A,20.56,20100714-20100805,14.3,A,10.73,16.57,20110712-20110719,M5,13.69,20.56,measured,0.1,site_median,-1.0,14.2,20.45
TAP_A01,914.0,,,727613.95,9684048.91,O,91.5,A,1.4,16.47,20090617-20090708,93.5,A,15.96,20100714-20100805,93.5,D,,17.56,20110712-20110719,M5,38.11,16.47,measured,1.0,observed,-1.0,92.5,16.41
TAP_A01,915.0,,,727610.95,9684048.86,O,27.2,A,12.14,15.5,20090617-20090708,27.1,A,19.56,20100714-20100805,26.7,A,15.6,21.77,20110712-20110719,M5,20.62,15.5,measured,0.0,observed,-1.0,26.7,15.5
TAP_A01,916.0,,,727592.45,9684048.54,O,32.3,A,15.87,21.03,20090617-20090708,32.7,A,20.44,20100714-20100805,32.8,A,11.37,24.34,20110712-20110719,M5,23.32,21.03,measured,0.25,observed,-1.0,32.55,20.94
TAP_A01,917.0,,,727591.92,9684046.53,O,50.9,A,45.11,53.72,20090617-20090708,51.2,D,39.17,20100714-20100805,51.2,D,,39.48,20110712-20110719,M5,29.63,53.72,measured,0.15,observed,-1.0,51.05,53.63
TAP_A01,918.0,,,727584.95,9684048.4,O,65.3,A,43.47,46.77,20090617-20090708,65.7,A,49.83,20100714-20100805,67.9,A,30.56,48.83,20110712-20110719,M5,33.72,46.77,measured,1.3,observed,-1.0,66.6,46.38
TAP_A01,919.0,,,727581.98,9684049.85,O,9.7,A,5.55,13.19,20090617-20090708,10.2,A,11.56,20100714-20100805,10.5,A,7.28,11.38,20110712-20110719,M5,11.0,13.19,measured,0.4,observed,-1.0,10.1,12.83
TAP_A01,920.0,,,727578.98,9684049.8,O,8.2,A,9.11,11.28,20090617-20090708,8.5,A,11.58,20100714-20100805,8.3,A,6.44,10.55,20110712-20110719,M5,9.27,11.28,measured,0.05,observed,-1.0,8.25,11.23
TAP_A01,921.0,,,727577.94,9684047.28,O,36.5,A,18.19,22.02,20090617-20090708,36.5,A,21.93,20100714-20100805,36.3,A,10.98,18.05,20110712-20110719,M5,24.71,22.02,measured,0.0,observed,-1.0,36.3,22.02
TAP_A01,922.0,,,727577.99,9684050.28,O,5.5,A,7.8,10.57,20090617-20090708,5.5,A,11.54,20100714-20100805,5.3,A,6.0,11.74,20110712-20110719,M5,6.62,10.57,measured,0.0,observed,-1.0,5.3,10.57
TAP_A01,923.0,,,727576.99,9684050.26,O,6.1,A,3.06,8.69,20090617-20090708,6.5,A,8.95,20100714-20100805,6.8,A,5.11,8.21,20110712-20110719,M5,7.99,8.69,measured,0.35,observed,-1.0,6.45,8.35
TAP_A01,924.0,,,727562.96,9684048.52,O,16.2,A,15.42,23.18,20090617-20090708,16.6,A,24.29,20100714-20100805,17.2,A,12.41,22.05,20110712-20110719,M5,15.53,23.18,measured,0.5,observed,-1.0,16.7,22.72
TAP_A01,925.0,,,727559.96,9684047.97,O,82.5,A,43.11,50.76,20090617-20090708,82.7,A,49.34,20100714-20100805,83.3,A,30.42,47.11,20110712-20110719,M5,36.57,50.76,measured,0.4,observed,-1.0,82.9,50.68
TAP_A01,926.0,,,727556.99,9684049.91,O,13.7,A,6.72,12.98,20090617-20090708,13.8,A,14.08,20100714-20100805,14.0,A,3.91,9.56,20110712-20110719,M5,13.49,12.98,measured,0.15,observed,-1.0,13.85,12.88
TAP_A01,927.0,,,727549.48,9684049.28,O,14.2,D,1.35,8.77,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M5,,8.77,measured,0.1,site_median,-1.0,,
TAP_A01,928.0,,,727541.97,9684048.15,O,17.5,A,5.93,14.11,20090617-20090708,17.6,A,13.09,20100714-20100805,17.6,A,4.89,12.4,20110712-20110719,M5,15.77,14.11,measured,0.05,observed,-1.0,17.55,14.08
TAP_A01,929.0,,,727537.48,9684048.57,O,14.2,A,7.13,9.33,20090617-20090708,14.1,A,10.07,20100714-20100805,14.5,A,5.68,12.46,20110712-20110719,M5,13.82,9.33,measured,0.15,observed,-1.0,14.35,9.26
TAP_A01,930.0,,,727509.98,9684048.09,O,11.9,A,0.31,13.61,20090617-20090708,11.9,A,8.9,20100714-20100805,12.1,A,3.34,11.74,20110712-20110719,M5,12.18,13.61,measured,0.1,observed,-1.0,12.0,13.53
TAP_A01,996.0,,,727512.31,9684049.63,O,,,,,20090617-20090708,,A,,20100714-20100805,7.0,A,1.66,4.9,20110712-20110719,M5,8.17,4.9,measured,0.1,site_median,-1.0,6.9,4.85
TAP_A01,3001.0,,,727375.49,9684684.42,O,5.3,A,2.77,6.42,20090617-20090708,5.3,A,6.94,20100714-20100805,5.4,A,3.08,5.66,20110712-20110719,M6,6.71,6.42,measured,0.05,observed,-1.0,5.35,6.37
TAP_A01,3002.0,,,727374.99,9684684.43,O,6.4,A,6.21,7.85,20090617-20090708,6.4,A,7.43,20100714-20100805,6.4,A,3.79,9.13,20110712-20110719,M6,7.64,7.85,measured,0.0,observed,-1.0,6.4,7.85
TAP_A01,3003.0,,,727380.98,9684685.34,O,33.3,A,23.92,29.95,20090617-20090708,33.3,A,29.22,20100714-20100805,33.8,A,16.64,19.13,20110712-20110719,M6,23.73,29.95,measured,0.25,observed,-1.0,33.55,29.82
TAP_A01,3004.0,,,727381.48,9684684.83,O,11.7,D,1.34,16.64,20090617-20090708,11.8,D,14.17,20100714-20100805,11.8,D,,4.17,20110712-20110719,M6,11.96,16.64,measured,0.05,observed,-1.0,11.75,16.6
TAP_A01,3005.0,,,727383.0,9684683.81,O,6.2,D,1.62,2.9,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M6,,2.9,measured,0.1,site_median,-1.0,,
TAP_A01,3006.0,,,727393.98,9684685.14,O,72.0,A,22.62,27.51,20090617-20090708,71.7,A,26.24,20100714-20100805,71.6,A,20.56,25.84,20110712-20110719,M6,34.47,27.51,measured,0.0,observed,-1.0,71.6,27.51
TAP_A01,3007.0,,,727396.99,9684684.1,P,5.7,A,3.1,4.69,20090617-20090708,14.4,A,6.15,20100714-20100805,17.0,A,1.52,9.02,20110712-20110719,M6,15.41,4.69,measured,5.0,observed,-1.0,12.0,3.69
TAP_A01,3008.0,,,727400.49,9684684.05,O,5.7,A,7.96,11.01,20090617-20090708,6.0,A,11.76,20100714-20100805,5.9,A,7.93,9.75,20110712-20110719,M6,7.18,11.01,measured,0.1,observed,-1.0,5.8,10.87
TAP_A01,3009.0,,,727398.96,9684686.07,P,40.0,A,0.79,7.84,20090617-20090708,39.0,A,6.01,20100714-20100805,35.5,A,0.95,9.76,20110712-20110719,M6,24.4,7.84,measured,0.0,observed,-1.0,35.5,7.84
TAP_A01,3010.0,,,727406.97,9684685.45,O,21.4,A,13.11,17.74,20090617-20090708,21.5,A,24.68,20100714-20100805,22.3,A,17.98,21.79,20110712-20110719,M6,18.42,17.74,measured,0.45,observed,-1.0,21.85,17.51
TAP_A01,3011.0,,,727407.97,9684685.44,O,16.1,A,9.72,13.72,20090617-20090708,16.0,A,12.85,20100714-20100805,16.0,A,8.41,12.79,20110712-20110719,M6,14.79,13.72,measured,0.0,observed,-1.0,16.0,13.72
TAP_A01,3012.0,,,727410.99,9684683.89,O,6.5,A,5.15,8.06,20090617-20090708,6.5,A,8.22,20100714-20100805,6.6,A,4.84,6.75,20110712-20110719,M6,7.81,8.06,measured,0.05,observed,-1.0,6.55,8.02
TAP_A01,3013.0,,,727410.99,9684683.89,O,5.8,A,5.42,6.92,20090617-20090708,5.9,A,7.95,20100714-20100805,5.9,A,4.44,7.95,20110712-20110719,M6,7.18,6.92,measured,0.05,observed,-1.0,5.85,6.87
TAP_A01,3014.0,,,727416.99,9684683.8,O,10.5,A,11.39,14.77,20090617-20090708,10.6,A,12.74,20100714-20100805,10.8,A,10.17,14.48,20110712-20110719,M6,11.23,14.77,measured,0.15,observed,-1.0,10.65,14.63
TAP_A01,3015.0,,,727417.48,9684684.29,O,8.7,A,9.79,11.9,20090617-20090708,8.7,A,13.21,20100714-20100805,8.6,A,11.68,14.07,20110712-20110719,M6,9.52,11.9,measured,0.0,observed,-1.0,8.6,11.9
TAP_A01,3016.0,,,727448.98,9684683.83,O,10.3,A,9.1,12.77,20090617-20090708,10.3,A,11.92,20100714-20100805,10.5,A,9.68,12.59,20110712-20110719,M6,11.0,12.77,measured,0.1,observed,-1.0,10.4,12.69
TAP_A01,3017.0,,,727449.98,9684683.31,O,5.5,A,4.08,5.73,20090617-20090708,5.5,A,8.32,20100714-20100805,5.5,A,4.3,6.96,20110712-20110719,M6,6.81,5.73,measured,0.0,observed,-1.0,5.5,5.73
TAP_A01,3018.0,,,727452.98,9684683.77,O,12.6,A,9.56,12.94,20090617-20090708,12.8,A,16.19,20100714-20100805,13.0,A,11.38,16.65,20110712-20110719,M6,12.81,12.94,measured,0.2,observed,-1.0,12.8,12.8
TAP_A01,3019.0,,,727455.98,9684683.22,O,6.9,A,3.3,8.72,20090617-20090708,6.9,A,8.63,20100714-20100805,6.9,A,5.8,8.26,20110712-20110719,M6,8.08,8.72,measured,0.0,observed,-1.0,6.9,8.72
TAP_A01,3020.0,,,727462.93,9684686.62,O,65.2,A,27.38,32.16,20090617-20090708,65.1,A,28.56,20100714-20100805,65.0,A,23.05,29.93,20110712-20110719,M6,33.09,32.16,measured,0.0,observed,-1.0,65.0,32.16
TAP_A01,3021.0,,,727463.98,9684683.1,O,8.0,A,4.46,10.06,20090617-20090708,8.2,A,9.85,20100714-20100805,8.6,A,6.28,11.44,20110712-20110719,M6,9.52,10.06,measured,0.3,observed,-1.0,8.3,9.8
TAP_A01,3022.0,,,727471.98,9684682.98,O,6.7,A,6.17,10.44,20090617-20090708,6.8,A,9.62,20100714-20100805,6.8,A,5.19,10.46,20110712-20110719,M6,7.99,10.44,measured,0.05,observed,-1.0,6.75,10.39
TAP_A01,3023.0,,,727476.97,9684683.41,O,28.5,A,23.46,27.56,20090617-20090708,29.3,A,28.08,20100714-20100805,30.0,A,22.22,25.33,20110712-20110719,M6,22.13,27.56,measured,0.75,observed,-1.0,29.25,27.15
TAP_A01,3024.0,,,727477.95,9684684.9,O,61.5,D,0.78,17.58,20090617-20090708,60.5,D,17.76,20100714-20100805,60.5,D,,17.68,20110712-20110719,M6,32.06,17.58,measured,0.0,observed,-1.0,60.5,17.58
TAP_A01,3025.0,,,727478.48,9684682.89,O,8.6,A,8.49,12.66,20090617-20090708,8.7,A,11.47,20100714-20100805,8.8,A,6.64,11.72,20110712-20110719,M6,9.68,12.66,measured,0.1,observed,-1.0,8.7,12.56
TAP_A01,3026.0,,,727494.96,9684684.14,O,77.8,A,33.16,43.39,20090617-20090708,77.8,A,25.88,20100714-20100805,78.7,A,25.9,30.57,20110712-20110719,M6,35.8,43.39,measured,0.45,observed,-1.0,78.25,43.29
TAP_A01,3027.0,,,727500.95,9684684.55,O,19.4,A,4.97,6.7,20090617-20090708,19.1,A,6.82,20100714-20100805,19.1,D,,5.56,20110712-20110719,M6,16.65,6.7,measured,0.0,observed,-1.0,19.1,6.7
TAP_A01,3028.0,,,727503.48,9684682.52,O,5.6,A,4.65,7.54,20090617-20090708,5.5,A,8.42,20100714-20100805,5.6,A,3.0,7.78,20110712-20110719,M6,6.9,7.54,measured,0.0,observed,-1.0,5.6,7.54
TAP_A01,3029.0,,,727505.98,9684682.48,O,11.3,D,1.46,2.58,20090617-20090708,11.5,D,1.9,20100714-20100805,11.5,D,,1.6,20110712-20110719,M6,11.75,2.58,measured,0.1,observed,-1.0,11.4,2.56
TAP_A01,3030.0,,,727508.98,9684681.94,O,6.6,A,9.75,11.71,20090617-20090708,6.7,A,12.77,20100714-20100805,6.7,A,7.28,12.79,20110712-20110719,M6,7.9,11.71,measured,0.05,observed,-1.0,6.65,11.65
TAP_A01,3031.0,,,727510.48,9684682.41,O,9.4,A,9.79,15.52,20090617-20090708,9.6,A,15.67,20100714-20100805,9.9,A,8.73,16.48,20110712-20110719,M6,10.55,15.52,measured,0.25,observed,-1.0,9.65,15.23
TAP_A01,3032.0,,,727513.93,9684685.36,O,90.5,A,53.2,60.84,20090617-20090708,90.7,A,52.53,20100714-20100805,91.8,A,47.87,56.52,20110712-20110719,M6,37.87,60.84,measured,0.65,observed,-1.0,91.15,60.7
TAP_A01,3033.0,,,727513.48,9684681.87,O,10.5,A,7.77,14.99,20090617-20090708,11.0,A,14.97,20100714-20100805,11.0,A,11.81,14.67,20110712-20110719,M6,11.38,14.99,measured,0.25,observed,-1.0,10.75,14.74
TAP_A01,3034.0,,,727520.83,9684691.76,O,116.0,A,45.9,52.43,20090617-20090708,116.8,A,54.89,20100714-20100805,116.6,A,46.14,58.47,20110712-20110719,M6,40.8,52.43,measured,0.3,observed,-1.0,116.3,52.39
TAP_A01,3035.0,,,727522.94,9684684.73,O,46.4,A,16.07,21.11,20090617-20090708,47.2,A,22.16,20100714-20100805,47.2,A,15.2,19.07,20110712-20110719,M6,28.45,21.11,measured,0.4,observed,-1.0,46.8,21.01
TAP_A01,3036.0,,,727526.98,9684682.17,O,17.0,A,17.75,23.01,20090617-20090708,17.6,A,23.7,20100714-20100805,18.0,A,18.54,21.83,20110712-20110719,M6,16.01,23.01,measured,0.5,observed,-1.0,17.5,22.58
TAP_A01,3037.0,,,727527.98,9684682.15,O,23.3,A,21.55,24.52,20090617-20090708,23.6,A,24.96,20100714-20100805,23.9,A,16.24,17.96,20110712-20110719,M6,19.25,24.52,measured,0.3,observed,-1.0,23.6,24.33
TAP_A01,3038.0,,,727533.45,9684683.57,O,37.7,A,18.01,21.14,20090617-20090708,37.5,A,21.15,20100714-20100805,37.7,A,13.86,18.04,20110712-20110719,M6,25.24,21.14,measured,0.0,observed,-1.0,37.7,21.14
TAP_A01,978.0,,,727535.17,9684682.13,L,,,,,20090617-20090708,7.3,A,,20100714-20100805,6.8,A,,,20110712-20110719,M6,7.99,7.99,feldpausch_regional,0.1,site_median,-1.0,6.7,7.9
TAP_A01,3039.0,,,727541.97,9684681.94,O,13.6,A,10.75,15.39,20090617-20090708,14.1,A,14.58,20100714-20100805,13.7,A,9.68,12.53,20110712-20110719,M6,13.29,15.39,measured,0.05,observed,-1.0,13.65,15.34
TAP_A01,3040.0,,,727553.47,9684681.77,O,5.7,A,2.5,6.14,20090617-20090708,6.3,A,6.43,20100714-20100805,7.4,A,2.23,6.89,20110712-20110719,M6,8.51,6.14,measured,0.85,observed,-1.0,6.55,5.61
TAP_A01,3041.0,,,727555.47,9684681.74,O,7.8,A,5.33,11.8,20090617-20090708,7.8,A,8.45,20100714-20100805,8.4,A,6.59,9.72,20110712-20110719,M6,9.35,11.8,measured,0.3,observed,-1.0,8.1,11.48
TAP_A01,3042.0,,,727557.97,9684681.71,O,8.3,D,1.57,1.97,20090617-20090708,17.4,D,1.95,20100714-20100805,17.4,D,,2.0,20110712-20110719,M6,15.65,1.97,measured,4.55,observed,-1.0,12.85,1.6
TAP_A01,3043.0,,,727561.96,9684682.65,O,24.4,A,13.71,17.8,20090617-20090708,24.4,A,19.23,20100714-20100805,24.6,A,15.16,19.66,20110712-20110719,M6,19.6,17.8,measured,0.1,observed,-1.0,24.5,17.75
TAP_A01,3044.0,,,727579.47,9684681.39,O,15.8,A,16.42,18.67,20090617-20090708,16.0,A,19.31,20100714-20100805,15.9,A,14.34,16.34,20110712-20110719,M6,14.73,18.67,measured,0.05,observed,-1.0,15.85,18.62
TAP_A01,3045.0,,,727567.93,9684684.06,O,30.0,A,15.75,21.75,20090617-20090708,30.3,A,28.18,20100714-20100805,31.0,A,16.57,22.45,20110712-20110719,M6,22.56,21.75,measured,0.5,observed,-1.0,30.5,21.55
TAP_A01,3046.0,,,727582.95,9684682.34,O,38.7,A,29.95,37.89,20090617-20090708,40.8,A,36.55,20100714-20100805,41.3,A,21.42,24.52,20110712-20110719,M6,26.53,37.89,measured,1.3,observed,-1.0,40.0,37.23
TAP_A01,3047.0,,,727583.45,9684682.83,O,5.3,A,5.35,8.16,20090617-20090708,5.5,A,8.54,20100714-20100805,6.9,A,6.02,8.14,20110712-20110719,M6,8.08,8.16,measured,0.8,observed,-1.0,6.1,7.43
TAP_A01,3048.0,,,727590.92,9684684.22,O,43.2,A,27.63,31.48,20090617-20090708,43.1,A,31.3,20100714-20100805,43.1,A,30.33,36.76,20110712-20110719,M6,27.14,31.48,measured,0.0,observed,-1.0,43.1,31.48
TAP_A01,3049.0,,,727591.98,9684680.7,O,13.3,A,8.74,13.71,20090617-20090708,13.5,A,13.56,20100714-20100805,13.5,A,9.03,14.48,20110712-20110719,M6,13.15,13.71,measured,0.1,observed,-1.0,13.4,13.64
TAP_A01,3050.0,,,727596.46,9684681.64,O,13.5,A,3.31,10.15,20090617-20090708,13.5,A,10.06,20100714-20100805,13.7,A,7.28,12.18,20110712-20110719,M6,13.29,10.15,measured,0.1,observed,-1.0,13.6,10.1
TAP_A01,3051.0,,,727598.97,9684681.1,O,7.0,A,8.58,11.74,20090617-20090708,7.0,A,13.67,20100714-20100805,7.0,A,4.28,9.16,20110712-20110719,M6,8.17,11.74,measured,0.0,observed,-1.0,7.0,11.74
TAP_A01,3052.0,,,727604.45,9684682.02,O,23.0,A,18.75,22.08,20090617-20090708,22.8,A,21.42,20100714-20100805,23.3,A,17.33,21.73,20110712-20110719,M6,18.94,22.08,measured,0.15,observed,-1.0,23.15,21.99
TAP_A01,3053.0,,,727611.44,9684682.41,O,20.4,A,14.48,17.48,20090617-20090708,20.5,A,17.97,20100714-20100805,20.3,A,17.46,19.88,20110712-20110719,M6,17.33,17.48,measured,0.0,observed,-1.0,20.3,17.48
TAP_A01,3054.0,,,727612.91,9684684.89,O,41.9,A,27.39,35.76,20090617-20090708,42.1,A,32.96,20100714-20100805,45.5,A,31.47,34.77,20110712-20110719,M6,27.91,35.76,measured,1.8,observed,-1.0,43.7,35.02
TAP_A01,3055.0,,,727624.46,9684681.22,O,13.7,A,19.7,23.86,20090617-20090708,14.1,A,20.66,20100714-20100805,14.2,A,24.06,28.33,20110712-20110719,M6,13.62,23.86,measured,0.25,observed,-1.0,13.95,23.58
