site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch
TAC_A01,35,Theobroma glaucum,Malvaceae,797603.477,9728949.616,7.2,3.26,1.47,False,O,P16,8.34
TAC_A01,36,Theobroma glaucum,Malvaceae,797607.9359,9728947.569,11.4,4.04,1.68,False,O,P16,11.67
TAC_A01,37,Theobroma glaucum,Malvaceae,797612.5806,9728945.437,9.5,2.91,1.53,False,O,P16,10.23
TAC_A01,38,Theobroma glaucum,Malvaceae,797616.9466,9728943.433,10.6,3.52,1.73,False,O,P16,11.08
TAC_A01,39,Theobroma glaucum,Malvaceae,797626.4217,9728939.083,10.1,3.12,1.3,False,O,P16,10.7
TAC_A01,40,Theobroma glaucum,Malvaceae,797631.1593,9728936.909,9.5,2.61,0.69,False,O,P16,10.23
TAC_A01,41,Theobroma glaucum,Malvaceae,797628.2664,9728942.114,8.3,2.71,0.64,False,O,P16,9.27
TAC_A01,42,Theobroma glaucum,Malvaceae,797623.4622,9728944.429,10.3,2.68,1.73,False,O,P16,10.85
TAC_A01,43,Theobroma glaucum,Malvaceae,797619.0423,9728946.363,5.0,3.45,2.36,False,O,P16,6.33
TAC_A01,44,Theobroma glaucum,Malvaceae,797614.3836,9728948.509,6.3,2.67,0.89,False,O,P16,7.54
TAC_A01,45,Theobroma glaucum,Malvaceae,797609.6318,9728950.698,10.5,2.73,1.66,False,O,P16,11.0
TAC_A01,46,Theobroma glaucum,Malvaceae,797605.2526,9728952.715,23.6,11.85,3.63,False,O,P16,19.1
TAC_A01,48,Theobroma glaucum,Malvaceae,797611.0344,9728954.168,10.5,3.02,1.43,False,O,P16,11.0
TAC_A01,49,Theobroma glaucum,Malvaceae,797615.8947,9728951.921,6.1,0.83,0.95,False,O,P16,7.36
TAC_A01,50,Swietenia macrophylla ,Meliaceae,797620.4746,9728949.804,10.4,3.51,1.11,False,O,P16,10.93
TAC_A01,51,Theobroma glaucum,Malvaceae,797625.0546,9728947.686,6.8,2.09,1.11,False,O,P16,7.99
