site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,agb_source,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch
JAM_A02,24,Tetragastris altissima,Burseraceae,498971.6321,8990269.803,0.71,0.086416055,11.7,17.52,6.21,A,O,T02,11.89
JAM_A02,25,Tachigali alba,Fabaceae,498971.7666,8990248.203,0.56,1.111859704,34.0,33.73,23.33,A,O,T02,23.81
JAM_A02,26,Tachigali paniculata,Fabaceae,498970.9297,8990242.393,0.56,1.60470057,41.7,32.38,20.03,A,O,T02,26.66
JAM_A02,27,Helicostylis sp.,Moraceae,498971.1981,8990236.096,0.65,0.786806506,29.7,26.86,14.12,A,O,T02,22.0
JAM_A02,28,Zygia racemosa,Fabaceae,498973.0979,8990236.116,0.75,0.420523566,21.8,23.18,15.19,A,O,T02,18.15
JAM_A02,29,Brosimum rubescens ,Moraceae,498971.1643,8990229.995,0.83,0.306697116,20.4,17.55,10.24,A,O,T02,17.39
JAM_A02,30,Copaifera reticulata,Fabaceae,498970.9459,8990240.893,0.61,0.10147345,14.2,16.27,9.92,A,O,T02,13.62
JAM_A02,31,Brosimum rubescens,Moraceae,498972.8608,8990221.113,0.83,0.14333756,15.0,15.17,16.33,A,O,T02,14.15
JAM_A02,32,Ocotea caudata,Lauraceae,498972.5685,8990220.41,0.5,0.448396982,27.5,23.27,15.98,A,O,T02,21.0
JAM_A02,33,Virola melinoni,Myristicaceae,498966.6742,8990219.846,0.48,0.013893548,7.8,9.42,6.69,A,O,T02,8.85
JAM_A02,34,Cordia scabrifolia,Boraginaceae,498971.6249,8990205.999,0.47,0.051878063,11.6,15.98,14.48,A,O,T02,11.82
JAM_A02,35,Parkia paraensis,Fabaceae,498972.4487,8990203.807,0.42,0.216142602,19.2,27.76,20.0,A,O,T02,16.71
JAM_A02,36,Virola crebrinervia,Myristicaceae,498972.2618,8990202.605,0.5,0.092789416,17.0,12.6,9.55,A,O,T02,15.41
JAM_A02,37,Tachigali myrmecophila,Fabaceae,498970.5921,8990181.386,0.48,0.723556336,30.0,33.18,18.27,A,O,T02,22.13
JAM_A02,38,NI,NI,498970.6161,8990188.387,0.58,0.258277054,27.5,16.09,9.83,D,O,T02,21.0
JAM_A02,39,Pourouma minor,Urticaceae,498973.1647,8990174.714,0.44,0.102985671,15.4,19.19,13.9,A,O,T02,14.41
JAM_A02,40,Cecropia ficifolia,Urticaceae,498972.9897,8990172.412,0.27,0.004734902,13.5,1.92,1.53,A,O,T02,13.15
JAM_A02,41,Apeiba echinata,Malvaceae,498969.718,8990160.575,0.28,0.192151056,26.2,19.95,9.79,A,O,T02,20.38
JAM_A02,42,NI,NI,498973.6797,8990154.918,0.6,0.044126497,21.8,3.14,,D,O,T02,18.15
JAM_A02,44,Clarisia racemosa,Moraceae,498973.6773,8990142.052,0.59,0.944768293,32.8,29.47,18.02,A,O,T02,23.32
JAM_A02,45,Zizyphus itacaiunensis,Rhamnaceae,498972.0074,8990122.436,0.84,0.159269145,14.1,18.79,9.48,A,O,T02,13.56
JAM_A02,46,Inga alba,Fabaceae,498968.7277,8990113.202,0.59,1.781394937,40.2,36.95,14.16,A,O,T02,26.14
JAM_A02,47,Vochysia guianensis,Vochysiaceae,498972.8042,8990099.048,0.51,0.077447782,14.0,15.26,6.91,A,O,T02,13.49
JAM_A02,48,Pouteria anibifolia,Sapotaceae,498973.1114,8990088.353,0.66,0.041869852,10.0,12.46,6.45,A,O,T02,10.62
JAM_A02,49,Helicostylis sp.,Moraceae,498972.5689,8990083.447,0.65,0.106989779,13.4,17.94,8.91,A,O,T02,13.08
JAM_A02,50,Vochysia guianensis,Vochysiaceae,498970.9978,8990075.231,0.51,0.300573864,22.4,23.13,16.23,A,O,T02,18.47
JAM_A02,51,NI,NI,498973.0847,8990073.754,0.45,0.063433751,31.4,2.85,,D,O,T02,22.73
JAM_A02,52,Capirona huberiana,Rubiaceae,498972.4563,8990058.949,0.59,0.069743275,22.6,4.52,2.69,A,O,T02,18.58
JAM_A02,53,Tachigali myrmecophila,Fabaceae,498973.2894,8990051.26,0.48,1.985258844,47.0,37.09,19.03,A,O,T02,28.38
JAM_A02,54,Caryocar glabrum,Caryocaraceae,498971.429,8990032.742,0.68,0.172613351,19.0,13.9,8.31,A,O,T02,16.6
JAM_A02,55,Miconia pyrifolia,Melastomataceae,498972.6159,8990031.255,0.63,0.011772609,8.0,5.72,5.48,A,O,T02,9.02
JAM_A02,56,Apeiba echinata,Malvaceae,498972.8352,8990021.958,0.28,0.212837074,26.3,21.93,14.25,A,O,T02,20.43
JAM_A02,57,Poeppigia sp.,Fabaceae,498972.7649,8990013.859,0.69,0.017587258,7.0,10.22,4.19,A,O,T02,8.17
JAM_A02,58,Copaifera reticulata,Fabaceae,498969.6018,8990006.525,0.61,0.843057556,32.4,25.97,13.73,A,O,T02,23.15
JAM_A02,59,Sacoglottis guianensis,Humiriaceae,498972.6337,8990010.258,0.84,0.072488497,12.3,11.21,5.07,A,O,T02,12.32
JAM_A02,60,Dipteryx odorata,Fabaceae,498964.9081,8990007.174,0.92,31.01846984,110.0,54.74,22.82,A,O,T02,40.12
JAM_A02,61,Helicostylis sp.,Moraceae,498971.8964,8990005.95,0.65,0.335785269,21.4,22.08,9.57,A,O,T02,17.94
JAM_A02,62,Tetragastris altissima,Burseraceae,498972.8955,8990005.861,0.71,0.016276457,6.6,10.37,7.35,A,O,T02,7.81
JAM_A02,63,Couratari stellata,Lecythidaceae,498972.34,8989999.456,0.63,0.018785375,8.2,8.67,7.75,A,O,T02,9.19
JAM_A02,64,Dialium guianense,Fabaceae,498972.8165,8989996.762,0.89,0.162574596,13.5,19.69,15.2,A,O,T02,13.15
JAM_A02,65,NI,NI,498970.9299,8989986.742,0.58,0.055412542,22.0,4.23,,D,O,T02,18.26
JAM_A02,66,NI,NI,498970.683,8989981.34,0.7,1.748272262,50.0,30.7,,D,O,T02,29.28
JAM_A02,67,Tetragastris altissima,Burseraceae,498971.3259,8989963.25,0.71,0.144888069,14.7,18.61,11.85,A,O,T02,13.95
JAM_A02,68,Anacardium spruceanum,Anacardiaceae,498971.119,8989962.448,0.48,4.638298481,67.6,41.62,21.79,A,O,T02,33.66
JAM_A02,69,Vitex triflora,Lamiaceae,498972.1751,8989980.457,0.56,0.012315402,6.8,9.34,6.63,A,O,T02,7.99
JAM_A02,70,Tetragastris altissima,Burseraceae,498971.9061,8989949.458,0.71,0.013624548,6.6,8.68,3.74,A,O,T02,7.81
JAM_A02,71,NI,NI,498971.9766,8989946.059,0.6,0.515314092,51.5,7.75,,D,O,T02,29.71
JAM_A02,72,Rheedia gardneriana,Clusiaceae,498971.4636,8989944.554,0.62,0.085400967,12.0,18.79,11.4,A,O,T02,12.11
JAM_A02,73,Vismia floribunda,Clusiaceae,498966.7353,8989941.203,0.47,2.188986984,48.3,39.25,26.12,A,O,T02,28.78
JAM_A02,74,Brosimum rubescens ,Moraceae,498971.7664,8989933.359,0.83,0.015183262,6.7,8.05,5.5,A,O,T02,7.9
JAM_A02,75,Helicostylis sp.,Moraceae,498969.2702,8989922.233,0.65,0.958318449,33.0,26.5,16.17,A,O,T02,23.4
JAM_A02,76,Strychnos subcordata,Loganiaceae,498971.4701,8989922.257,0.54,0.013327347,7.6,8.39,5.39,A,O,T02,8.68
JAM_A02,77,Tachigali myrmecophila,Fabaceae,498971.1504,8989908.455,0.48,2.297338816,46.1,44.62,33.58,A,O,T02,28.1
JAM_A02,78,Tetragastris altissima,Burseraceae,498971.6358,8989895.262,0.71,0.27061406,18.7,21.48,14.83,A,O,T02,16.42
JAM_A02,79,Brosimum rubescens,Moraceae,498972.4375,8989895.471,0.83,0.125399764,15.7,12.11,7.82,A,O,T02,14.6
JAM_A02,80,Erisma uncinatum,Vochysiaceae,498974.1825,8989900.689,0.51,1.361988721,36.2,40.04,31.24,A,O,T02,24.67
JAM_A02,81,Neea oppositifolia,Nyctaginaceae,498972.7869,8989901.174,0.89,0.033970902,8.0,11.68,6.78,A,O,T02,9.02
JAM_A02,82,Licania heteromorpha,Chrysobalanaceae,498974.1947,8989902.089,0.82,1.199455742,31.2,29.65,26.05,A,O,T02,22.65
JAM_A02,83,Pouteria gongrijpii,Sapotaceae,498972.9542,8989931.972,0.8,2.765621778,46.0,32.12,16.59,A,O,T02,28.07
JAM_A02,84,Licania heteromorpha,Chrysobalanaceae,498972.361,8989944.264,0.82,0.014048185,6.2,8.79,4.04,A,O,T02,7.45
