site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,978.0,,,727535.17,9684682.13,L,,,,,20090617-20090708,7.3,A,,20100714-20100805,6.8,A,,,20110712-20110719,M6,7.99,7.99,feldpausch_regional,0.1,site_median,-1.0,6.7,7.9,,False,L,7.99,feldpausch,,,0.6,,,,,,,
TAP_A01,3039.0,,,727541.97,9684681.94,O,13.6,A,10.75,15.39,20090617-20090708,14.1,A,14.58,20100714-20100805,13.7,A,9.68,12.53,20110712-20110719,M6,13.29,15.39,measured,0.05,observed,-1.0,13.65,15.34,13.6,True,O,15.39,measured,13.549999999999999,15.350489251191808,0.6,48.0699,34.8577,34.8577,47.606,34.5292,34.5292,
TAP_A01,3040.0,,,727553.47,9684681.77,O,5.7,A,2.5,6.14,20090617-20090708,6.3,A,6.43,20100714-20100805,7.4,A,2.23,6.89,20110712-20110719,M6,8.51,6.14,measured,0.85,observed,-1.0,6.55,5.61,5.7,True,O,6.14,measured,4.8500000000000005,5.427517510981512,0.6,3.5907,2.8876,2.8876,2.3227,1.8899,1.8899,
TAP_A01,3041.0,,,727555.47,9684681.74,O,7.8,A,5.33,11.8,20090617-20090708,7.8,A,8.45,20100714-20100805,8.4,A,6.59,9.72,20110712-20110719,M6,9.35,11.8,measured,0.3,observed,-1.0,8.1,11.48,7.8,True,O,11.8,measured,7.5,11.460983140250516,0.6,12.531,9.2267,9.2267,11.2819,8.3296,8.3296,
TAP_A01,3042.0,,,727557.97,9684681.71,O,8.3,D,1.57,1.97,20090617-20090708,17.4,D,1.95,20100714-20100805,17.4,D,,2.0,20110712-20110719,M6,15.65,1.97,measured,4.55,observed,-1.0,12.85,1.6,8.3,False,O,1.97,measured,3.750000000000001,1.0770842767942905,0.6,2.4655,2.4655,2.4655,0.29,0.29,0.29,
TAP_A01,3043.0,,,727561.96,9684682.65,O,24.4,A,13.71,17.8,20090617-20090708,24.4,A,19.23,20100714-20100805,24.6,A,15.16,19.66,20110712-20110719,M6,19.6,17.8,measured,0.1,observed,-1.0,24.5,17.75,24.4,True,O,17.8,measured,24.299999999999997,17.75416628355054,0.6,173.4026,126.3813,126.3813,171.5857,125.0834,125.0834,
TAP_A01,3044.0,,,727579.47,9684681.39,O,15.8,A,16.42,18.67,20090617-20090708,16.0,A,19.31,20100714-20100805,15.9,A,14.34,16.34,20110712-20110719,M6,14.73,18.67,measured,0.05,observed,-1.0,15.85,18.62,15.8,True,O,18.67,measured,15.75,18.62965408838535,0.6,77.7815,55.1023,55.1023,77.1387,54.6573,54.6573,
TAP_A01,3045.0,,,727567.93,9684684.06,O,30.0,A,15.75,21.75,20090617-20090708,30.3,A,28.18,20100714-20100805,31.0,A,16.57,22.45,20110712-20110719,M6,22.56,21.75,measured,0.5,observed,-1.0,30.5,21.55,30.0,True,O,21.75,measured,29.5,21.532961668502242,0.6,315.6179,225.0835,225.0835,302.4562,215.8651,215.8651,
TAP_A01,3046.0,,,727582.95,9684682.34,O,38.7,A,29.95,37.89,20090617-20090708,40.8,A,36.55,20100714-20100805,41.3,A,21.42,24.52,20110712-20110719,M6,26.53,37.89,measured,1.3,observed,-1.0,40.0,37.23,38.7,True,O,37.89,measured,37.400000000000006,37.180943595556855,0.6,891.8925,589.8132,589.8132,819.1035,542.4063,542.4063,
TAP_A01,3047.0,,,727583.45,9684682.83,O,5.3,A,5.35,8.16,20090617-20090708,5.5,A,8.54,20100714-20100805,6.9,A,6.02,8.14,20110712-20110719,M6,8.08,8.16,measured,0.8,observed,-1.0,6.1,7.43,5.3,True,O,8.16,measured,4.5,7.197327760481498,0.6,4.112,3.1505,3.1505,2.6432,2.0495,2.0495,
TAP_A01,3048.0,,,727590.92,9684684.22,O,43.2,A,27.63,31.48,20090617-20090708,43.1,A,31.3,20100714-20100805,43.1,A,30.33,36.76,20110712-20110719,M6,27.14,31.48,measured,0.0,observed,-1.0,43.1,31.48,43.2,True,O,31.48,measured,43.2,31.48,0.6,922.586,631.5669,631.5669,922.586,631.5669,631.5669,
TAP_A01,3049.0,,,727591.98,9684680.7,O,13.3,A,8.74,13.71,20090617-20090708,13.5,A,13.56,20100714-20100805,13.5,A,9.03,14.48,20110712-20110719,M6,13.15,13.71,measured,0.1,observed,-1.0,13.4,13.64,13.3,True,O,13.71,measured,13.200000000000001,13.637734994187545,0.6,41.1119,30.3291,30.3291,40.3023,29.7459,29.7459,
TAP_A01,3050.0,,,727596.46,9684681.64,O,13.5,A,3.31,10.15,20090617-20090708,13.5,A,10.06,20100714-20100805,13.7,A,7.28,12.18,20110712-20110719,M6,13.29,10.15,measured,0.1,observed,-1.0,13.6,10.1,13.5,True,O,10.15,measured,13.4,10.097400892484266,0.6,31.5633,24.4352,24.4352,30.9512,23.9725,23.9725,
TAP_A01,3051.0,,,727598.97,9684681.1,O,7.0,A,8.58,11.74,20090617-20090708,7.0,A,13.67,20100714-20100805,7.0,A,4.28,9.16,20110712-20110719,M6,8.17,11.74,measured,0.0,observed,-1.0,7.0,11.74,7.0,True,O,11.74,measured,7.0,11.74,0.6,10.0946,7.4002,7.4002,10.0946,7.4002,7.4002,
TAP_A01,3052.0,,,727604.45,9684682.02,O,23.0,A,18.75,22.08,20090617-20090708,22.8,A,21.42,20100714-20100805,23.3,A,17.33,21.73,20110712-20110719,M6,18.94,22.08,measured,0.15,observed,-1.0,23.15,21.99,23.0,True,O,22.08,measured,22.85,21.988248907326174,0.6,190.6762,133.9388,133.9388,187.4928,131.7479,131.7479,
TAP_A01,3053.0,,,727611.44,9684682.41,O,20.4,A,14.48,17.48,20090617-20090708,20.5,A,17.97,20100714-20100805,20.3,A,17.46,19.88,20110712-20110719,M6,17.33,17.48,measured,0.0,observed,-1.0,20.3,17.48,20.4,True,O,17.48,measured,20.4,17.48,0.6,120.11,87.04,87.04,120.11,87.04,87.04,
TAP_A01,3054.0,,,727612.91,9684684.89,O,41.9,A,27.39,35.76,20090617-20090708,42.1,A,32.96,20100714-20100805,45.5,A,31.47,34.77,20110712-20110719,M6,27.91,35.76,measured,1.8,observed,-1.0,43.7,35.02,41.9,True,O,35.76,measured,40.1,34.92468166927045,0.6,984.3248,659.4269,659.4269,882.868,592.4212,592.4212,
TAP_A01,3055.0,,,727624.46,9684681.22,O,13.7,A,19.7,23.86,20090617-20090708,14.1,A,20.66,20100714-20100805,14.2,A,24.06,28.33,20110712-20110719,M6,13.62,23.86,measured,0.25,observed,-1.0,13.95,23.58,13.7,True,O,23.86,measured,13.45,23.555280170242234,0.6,74.8076,50.6332,50.6332,71.2664,48.2917,48.2917,
TAP_A01,3056.0,,,727625.45,9684681.7,O,38.3,A,24.14,27.72,20090617-20090708,38.1,A,21.13,20100714-20100805,38.8,A,21.99,26.84,20110712-20110719,M6,25.64,27.72,measured,0.25,observed,-1.0,38.55,27.62,38.3,True,O,27.72,measured,38.05,27.619935353237782,0.6,644.2151,447.3649,447.3649,633.7913,440.2394,440.2394,
TAP_A01,3057.0,,,727639.96,9684680.49,O,5.0,A,3.92,5.89,20090617-20090708,5.2,A,6.22,20100714-20100805,5.4,A,2.97,7.01,20110712-20110719,M6,6.71,5.89,measured,0.2,observed,-1.0,5.2,5.72,5.0,True,O,5.89,measured,4.8,5.708419122752258,0.6,2.6698,2.1476,2.1476,2.3911,1.9292,1.9292,
TAP_A01,3058.0,,,727653.44,9684681.79,O,24.7,A,19.16,24.14,20090617-20090708,24.7,A,17.79,20100714-20100805,25.0,A,17.95,21.06,20110712-20110719,M6,19.8,24.14,measured,0.15,observed,-1.0,24.85,24.05,24.7,True,O,24.14,measured,24.55,24.048100484731705,0.6,239.0874,166.1623,166.1623,235.3835,163.6389,163.6389,
TAP_A01,3059.0,,,727659.45,9684681.2,O,30.1,A,21.88,27.01,20090617-20090708,30.1,A,15.78,20100714-20100805,30.1,A,17.95,19.77,20110712-20110719,M6,22.17,27.01,measured,0.0,observed,-1.0,30.1,27.01,30.1,True,O,27.01,measured,30.1,27.01,0.6,392.4556,270.5077,270.5077,392.4556,270.5077,270.5077,
TAP_A01,3060.0,,,727659.95,9684681.19,L,10.9,A,0.0,0.0,20090617-20090708,11.2,A,,20100714-20100805,11.3,A,,,20110712-20110719,M6,11.6,12.19,local_fit,0.2,observed,-1.0,11.1,12.03,10.9,True,L,11.6,feldpausch,10.700000000000001,11.446706948363502,0.6,23.6825,17.768,17.768,22.5471,16.9367,16.9367,
TAP_A01,3061.0,,,727663.46,9684680.14,O,14.7,A,8.92,17.35,20090617-20090708,15.3,A,18.33,20100714-20100805,16.0,A,14.24,16.33,20110712-20110719,M6,14.79,17.35,measured,0.65,observed,-1.0,15.35,16.87,14.7,True,O,17.35,measured,14.049999999999999,16.81522391670113,0.6,62.8956,44.9201,44.9201,55.8484,39.9979,39.9979,
TAP_A01,3062.0,,,727669.91,9684683.04,O,56.1,A,36.94,44.74,20090617-20090708,57.4,A,45.94,20100714-20100805,57.4,A,36.41,45.94,20110712-20110719,M6,31.29,44.74,measured,0.65,observed,-1.0,56.75,44.51,56.1,True,O,44.74,measured,55.45,44.49470511255953,0.6,2165.287,1419.8893,1419.8893,2105.2586,1380.9526,1380.9526,
TAP_A01,3063.0,,,727673.93,9684681.98,O,31.7,A,26.66,31.73,20090617-20090708,32.3,A,21.56,20100714-20100805,33.2,A,24.43,28.85,20110712-20110719,M6,23.48,31.73,measured,0.75,observed,-1.0,32.45,31.32,31.7,True,O,31.73,measured,30.95,31.28637365926369,0.6,508.1163,342.2792,342.2792,478.2963,322.5383,322.5383,
TAP_A01,3064.0,,,727674.46,9684679.98,L,9.3,A,21.48,23.0,20090617-20090708,10.1,A,,20100714-20100805,10.9,A,,,20110712-20110719,M6,11.3,23.0,measured,0.8,observed,-1.0,10.1,21.78,9.3,True,L,23.0,measured,8.5,21.53215887612508,0.6,33.8833,22.6422,22.6422,26.6551,17.921,17.921,
TAP_A01,3065.0,,,727677.94,9684680.92,O,16.1,A,17.69,20.28,20090617-20090708,16.8,A,20.12,20100714-20100805,16.6,A,14.02,17.89,20110712-20110719,M6,15.16,20.28,measured,0.25,observed,-1.0,16.35,20.08,16.1,True,O,20.28,measured,15.850000000000001,20.06496069561677,0.6,87.4748,61.2199,61.2199,83.9649,58.8183,58.8183,
TAP_A01,3066.0,,,727684.47,9684679.33,O,6.1,A,3.5,8.5,20090617-20090708,6.5,A,8.18,20100714-20100805,6.7,A,3.42,8.74,20110712-20110719,M6,7.9,8.5,measured,0.3,observed,-1.0,6.4,8.22,6.1,True,O,8.5,measured,5.8,8.181328181373669,0.6,5.6304,4.315,4.315,4.9157,3.781,3.781,
TAP_A01,3067.0,,,727686.96,9684679.79,O,19.1,D,1.38,1.72,20090617-20090708,18.0,D,1.65,20100714-20100805,18.0,D,,1.5,20110712-20110719,M6,16.01,1.72,measured,0.0,observed,-1.0,18.0,1.72,19.1,False,O,1.72,measured,19.1,1.72,0.6,10.9879,10.9879,10.9879,10.9879,10.9879,10.9879,
TAP_A01,3068.0,,,727691.46,9684679.72,O,36.3,A,21.93,27.67,20090617-20090708,36.7,A,16.73,20100714-20100805,36.3,A,19.24,23.33,20110712-20110719,M6,24.71,27.67,measured,0.0,observed,-1.0,36.3,27.67,36.3,True,O,27.67,measured,36.3,27.67,0.6,579.1611,401.2696,401.2696,579.1611,401.2696,401.2696,
TAP_A01,3069.0,,,727697.43,9684681.63,O,132.0,A,43.3,66.09,20090617-20090708,132.8,A,50.11,20100714-20100805,133.3,A,51.64,65.31,20110712-20110719,M6,42.24,66.09,measured,0.65,observed,-1.0,132.65,66.01,132.0,True,O,66.09,measured,131.35,66.01030834385281,0.6,16837.3406,10816.2913,10816.2913,16656.2518,10699.4645,10699.4645,
TAP_A01,3070.0,,,727699.96,9684679.1,O,24.8,A,21.12,23.95,20090617-20090708,25.1,A,28.92,20100714-20100805,25.5,A,18.1,22.01,20110712-20110719,M6,20.05,23.95,measured,0.35,observed,-1.0,25.15,23.73,24.8,True,O,23.95,measured,24.45,23.737791548660105,0.6,239.1292,166.4312,166.4312,230.5742,160.5933,160.5933,
TAP_A01,3071.0,,,727704.45,9684680.03,O,10.0,A,9.38,11.93,20090617-20090708,10.0,A,13.19,20100714-20100805,9.9,A,11.59,14.22,20110712-20110719,M6,10.55,11.93,measured,0.0,observed,-1.0,9.9,11.93,10.0,True,O,11.93,measured,10.0,11.93,0.6,20.5713,15.3021,15.3021,20.5713,15.3021,15.3021,
TAP_A01,3072.0,,,727708.46,9684678.97,O,13.8,A,5.6,12.08,20090617-20090708,13.8,A,10.72,20100714-20100805,14.1,A,12.28,15.96,20110712-20110719,M6,13.56,12.08,measured,0.15,observed,-1.0,13.95,11.99,13.8,True,O,12.08,measured,13.65,11.988349303492077,0.6,39.0483,29.4407,29.4407,37.941,28.6253,28.6253,
TAP_A01,3073.0,,,727709.96,9684678.95,O,19.5,A,20.05,25.43,20090617-20090708,20.3,A,22.85,20100714-20100805,21.9,A,16.89,20.04,20110712-20110719,M6,18.21,25.43,measured,1.2,observed,-1.0,20.7,24.52,19.5,True,O,25.43,measured,18.3,24.383315142131025,0.6,158.5719,108.0692,108.0692,134.4521,91.961,91.961,
TAP_A01,3074.0,,,727726.91,9684682.2,O,61.3,A,20.29,32.06,20090617-20090708,61.4,A,31.05,20100714-20100805,61.4,A,27.93,37.68,20110712-20110719,M6,32.27,32.06,measured,0.05,observed,-1.0,61.35,32.05,61.3,True,O,32.06,measured,61.25,32.048244834829696,0.6,1859.5332,1290.7989,1290.7989,1855.9092,1288.3075,1288.3075,
TAP_A01,3075.0,,,727735.93,9684680.56,O,27.4,A,24.59,30.63,20090617-20090708,27.5,A,28.33,20100714-20100805,27.6,A,27.3,31.16,20110712-20110719,M6,21.05,30.63,measured,0.1,observed,-1.0,27.5,30.56,27.4,True,O,30.63,measured,27.299999999999997,30.56173289916345,0.6,369.3425,248.4442,248.4442,365.9181,246.1843,246.1843,
TAP_A01,3076.0,,,727736.96,9684678.55,O,6.0,A,4.29,5.7,20090617-20090708,6.0,A,6.9,20100714-20100805,,A,,,20110712-20110719,M6,,5.7,measured,0.1,site_median,-1.0,,,6.0,True,O,5.7,measured,5.9,5.627872803582701,0.6,3.691,3.0107,3.0107,3.5278,2.881,2.881,
TAP_A01,3077.0,,,727737.46,9684678.54,L,7.5,A,0.0,0.0,20090617-20090708,8.0,A,,20100714-20100805,7.8,A,,,20110712-20110719,M6,8.85,9.96,local_fit,0.15,observed,-1.0,7.65,9.82,7.5,True,L,8.85,feldpausch,7.35,8.717775673354419,0.6,8.7659,6.7419,6.7419,8.304,6.3957,6.3957,
TAP_A01,3078.0,,,727741.45,9684678.98,O,15.6,A,12.06,18.67,20090617-20090708,17.5,A,21.87,20100714-20100805,19.1,A,12.86,15.86,20110712-20110719,M6,16.65,18.67,measured,1.75,observed,-1.0,17.35,17.52,15.6,True,O,18.67,measured,13.85,17.19856275983403,0.6,75.8712,53.7161,53.7161,55.5151,39.5906,39.5906,
TAP_A01,3079.0,,,727749.96,9684678.36,O,5.1,A,4.08,8.47,20090617-20090708,5.2,A,9.15,20100714-20100805,5.8,A,4.09,7.46,20110712-20110719,M6,7.09,8.47,measured,0.35,observed,-1.0,5.45,8.08,5.1,True,O,8.47,measured,4.75,8.020567952460564,0.6,3.956,3.0075,3.0075,3.2649,2.4951,2.4951,
TAP_A01,3080.0,,,727752.95,9684678.81,O,66.0,D,1.17,2.73,20090617-20090708,63.5,D,3.23,20100714-20100805,63.5,D,,2.99,20110712-20110719,M6,32.76,2.73,measured,0.0,observed,-1.0,63.5,2.73,66.0,False,O,2.73,measured,66.0,2.73,0.6,194.0462,194.0462,194.0462,194.0462,194.0462,194.0462,
TAP_A01,3081.0,,,727759.46,9684678.21,O,7.4,A,9.64,11.17,20090617-20090708,8.0,A,12.61,20100714-20100805,8.5,A,0.6,2.07,20110712-20110719,M6,9.43,11.17,measured,0.55,observed,-1.0,7.95,10.64,7.4,True,O,11.17,measured,6.8500000000000005,10.54328656976911,0.6,10.7177,7.9402,7.9402,8.7127,6.4899,6.4899,
TAP_A01,3082.0,,,727761.95,9684678.68,O,21.3,A,14.22,17.32,20090617-20090708,21.5,A,17.98,20100714-20100805,21.4,A,10.28,12.15,20110712-20110719,M6,17.94,17.32,measured,0.05,observed,-1.0,21.35,17.29,21.3,True,O,17.32,measured,21.25,17.29370055579278,0.6,129.5032,94.1783,94.1783,128.7194,93.6202,93.6202,
TAP_A01,3083.0,,,727769.41,9684681.07,O,80.6,A,29.37,34.48,20090617-20090708,80.4,A,40.94,20100714-20100805,80.9,A,34.73,43.37,20110712-20110719,M6,36.18,34.48,measured,0.15,observed,-1.0,80.75,34.45,80.6,True,O,34.48,measured,80.44999999999999,34.45560594457482,0.6,3406.374,2368.4246,2368.4246,3391.6669,2358.2517,2358.2517,
TAP_A01,3084.0,,,727770.46,9684678.05,O,6.8,A,4.04,5.53,20090617-20090708,6.9,A,6.89,20100714-20100805,6.9,A,5.17,6.68,20110712-20110719,M6,8.08,5.53,measured,0.05,observed,-1.0,6.85,5.5,6.8,True,O,5.53,measured,6.75,5.499452102592851,0.6,4.5753,3.7725,3.7725,4.4855,3.7004,3.7004,
TAP_A01,3085.0,,,727778.95,9684677.92,O,13.3,A,13.91,15.28,20090617-20090708,13.4,A,16.46,20100714-20100805,13.2,A,14.82,17.41,20110712-20110719,M6,12.95,15.28,measured,0.0,observed,-1.0,13.2,15.28,13.3,True,O,15.28,measured,13.3,15.28,0.6,45.7008,33.1418,33.1418,45.7008,33.1418,33.1418,
TAP_A01,3086.0,,,727782.41,9684680.87,O,43.1,A,22.23,25.27,20090617-20090708,43.2,A,31.17,20100714-20100805,43.4,A,28.17,34.32,20110712-20110719,M6,27.23,25.27,measured,0.15,observed,-1.0,43.25,25.23,43.1,True,O,25.27,measured,42.95,25.223481032283505,0.6,741.1447,525.2246,525.2246,734.7955,520.7896,520.7896,
TAP_A01,3087.0,,,727786.45,9684678.31,O,7.5,A,5.94,9.1,20090617-20090708,7.5,A,8.82,20100714-20100805,7.7,A,7.21,9.97,20110712-20110719,M6,8.77,9.1,measured,0.1,observed,-1.0,7.6,9.01,7.5,True,O,9.1,measured,7.4,9.009463549311457,0.6,9.0075,6.8973,6.8973,8.6893,6.6599,6.6599,
TAP_A01,3088.0,,,727787.44,9684678.8,O,16.5,A,7.66,16.22,20090617-20090708,16.5,A,15.56,20100714-20100805,16.7,A,11.87,15.57,20110712-20110719,M6,15.22,16.22,measured,0.1,observed,-1.0,16.6,16.16,16.5,True,O,16.22,measured,16.4,16.15329130446779,0.6,73.7902,53.561,53.561,72.6271,52.7357,52.7357,
TAP_A01,3089.0,,,727792.45,9684677.72,L,8.7,A,0.0,0.0,20090617-20090708,9.2,A,,20100714-20100805,8.9,A,,,20110712-20110719,M6,9.76,10.79,local_fit,0.1,observed,-1.0,8.8,10.7,8.7,True,L,9.76,feldpausch,8.6,9.677406544234703,0.6,12.8856,9.8281,9.8281,12.494,9.5369,9.5369,
TAP_A01,3090.0,,,727796.91,9684680.66,O,80.1,A,34.97,41.61,20090617-20090708,83.3,A,41.04,20100714-20100805,83.6,A,34.49,39.38,20110712-20110719,M6,36.62,41.61,measured,1.75,observed,-1.0,81.85,41.29,80.1,True,O,41.61,measured,78.35,41.25829694512097,0.6,4042.8565,2727.8986,2727.8986,3840.2884,2591.9446,2591.9446,
TAP_A01,3091.0,,,727801.94,9684678.58,O,13.5,A,9.26,20.96,20090617-20090708,13.4,A,14.82,20100714-20100805,13.4,A,6.3,12.95,20110712-20110719,M6,13.08,20.96,measured,0.0,observed,-1.0,13.4,20.96,13.5,True,O,20.96,measured,13.5,20.96,0.6,64.0546,44.2206,44.2206,64.0546,44.2206,44.2206,
TAP_A01,3092.0,,,727806.45,9684677.52,O,12.4,A,8.04,14.28,20090617-20090708,12.8,A,12.76,20100714-20100805,12.9,A,7.19,12.88,20110712-20110719,M6,12.74,14.28,measured,0.25,observed,-1.0,12.65,14.09,12.4,True,O,14.28,measured,12.15,14.075750082333487,0.6,37.3108,27.2565,27.2565,35.3559,25.862,25.862,
TAP_A01,3093.0,,,727813.45,9684677.41,O,12.5,A,6.06,13.2,20090617-20090708,12.7,A,13.2,20100714-20100805,12.7,A,2.35,13.29,20110712-20110719,M6,12.6,13.2,measured,0.1,observed,-1.0,12.6,13.13,12.5,True,O,13.2,measured,12.4,13.125353248739966,0.6,35.1002,25.9722,25.9722,34.3634,25.44,25.44,
TAP_A01,3094.0,,,727819.42,9684679.32,O,22.5,A,11.8,14.32,20090617-20090708,22.5,A,13.92,20100714-20100805,22.4,A,7.03,12.35,20110712-20110719,M6,18.47,14.32,measured,0.0,observed,-1.0,22.4,14.32,22.5,True,O,14.32,measured,22.5,14.32,0.6,119.7075,89.9468,89.9468,119.7075,89.9468,89.9468,
TAP_A01,3095.0,,,727825.44,9684677.73,O,10.7,A,8.56,10.64,20090617-20090708,10.8,A,9.73,20100714-20100805,10.9,A,5.91,10.99,20110712-20110719,M6,11.3,10.64,measured,0.1,observed,-1.0,10.8,10.57,10.7,True,O,10.64,measured,10.6,10.56836120348353,0.6,20.9949,15.9538,15.9538,20.4781,15.5707,15.5707,
TAP_A01,3096.0,,,727834.92,9684679.09,O,31.3,A,22.48,28.69,20090617-20090708,31.3,A,28.44,20100714-20100805,31.2,A,19.99,22.05,20110712-20110719,M6,22.65,28.69,measured,0.0,observed,-1.0,31.2,28.69,31.3,True,O,28.69,measured,31.3,28.69,0.6,449.2709,307.3065,307.3065,449.2709,307.3065,307.3065,
TAP_A01,3097.0,,,727850.93,9684677.85,L,9.4,A,0.0,0.0,20090617-20090708,9.7,A,,20100714-20100805,9.9,A,,,20110712-20110719,M6,10.55,11.25,local_fit,0.25,observed,-1.0,9.65,11.04,9.4,True,L,10.55,feldpausch,9.15,10.34438977681408,0.6,16.1697,12.2274,12.2274,15.049,11.4007,11.4007,
TAP_A01,3098.0,,,727861.92,9684678.69,O,40.9,A,25.73,33.59,20090617-20090708,40.7,A,32.18,20100714-20100805,40.9,A,30.06,37.46,20110712-20110719,M6,26.39,33.59,measured,0.0,observed,-1.0,40.9,33.59,40.9,True,O,33.59,measured,40.9,33.59,0.6,883.3352,596.9609,596.9609,883.3352,596.9609,596.9609,
TAP_A01,3099.0,,,727864.37,9684681.65,O,69.1,A,34.89,46.05,20090617-20090708,69.3,A,43.15,20100714-20100805,69.4,A,27.96,37.52,20110712-20110719,M6,34.03,46.05,measured,0.15,observed,-1.0,69.25,46.01,69.1,True,O,46.05,measured,68.94999999999999,46.00799563995829,0.6,3345.2915,2205.6541,2205.6541,3328.1654,2194.4498,2194.4498,
TAP_A01,3100.0,,,727865.45,9684676.64,O,17.7,A,8.97,15.01,20090617-20090708,17.9,A,15.42,20100714-20100805,17.8,A,10.57,13.93,20110712-20110719,M6,15.89,15.01,measured,0.05,observed,-1.0,17.75,14.98,17.7,True,O,15.01,measured,17.65,14.981589009806473,0.6,78.4607,57.8476,57.8476,77.8845,57.4322,57.4322,
TAP_A01,3101.0,,,727867.94,9684677.1,O,11.1,A,17.07,20.08,20090617-20090708,12.4,A,16.65,20100714-20100805,12.6,A,13.1,16.68,20110712-20110719,M6,12.53,20.08,measured,0.75,observed,-1.0,11.85,19.23,11.1,True,O,20.08,measured,10.35,19.09502423261328,0.6,41.9207,28.8646,28.8646,34.8179,24.0842,24.0842,
TAP_A01,3102.0,,,727869.44,9684677.08,O,24.1,A,24.74,29.55,20090617-20090708,24.3,A,22.04,20100714-20100805,24.1,A,29.58,32.13,20110712-20110719,M6,19.35,29.55,measured,0.0,observed,-1.0,24.1,29.55,24.1,True,O,29.55,measured,24.1,29.55,0.6,277.6017,186.6421,186.6421,277.6017,186.6421,186.6421,
TAP_A01,3103.0,,,727868.5,9684672.6,O,37.5,A,19.56,28.75,20090617-20090708,37.7,A,21.44,20100714-20100805,37.6,A,19.18,29.61,20110712-20110719,M6,25.2,28.75,measured,0.05,observed,-1.0,37.55,28.73,37.5,True,O,28.75,measured,37.45,28.728690093799646,0.6,640.6197,441.8631,441.8631,638.4912,440.4184,440.4184,
TAP_A01,3104.0,,,727864.95,9684676.15,O,6.8,A,4.83,8.87,20090617-20090708,6.6,A,7.72,20100714-20100805,6.8,A,2.66,9.19,20110712-20110719,M6,7.99,8.87,measured,0.0,observed,-1.0,6.8,8.87,6.8,True,O,8.87,measured,6.8,8.87,0.6,7.2559,5.5524,5.5524,7.2559,5.5524,5.5524,
TAP_A01,3105.0,,,727861.96,9684675.69,O,14.6,A,8.58,11.26,20090617-20090708,14.7,A,12.34,20100714-20100805,14.8,A,6.28,10.95,20110712-20110719,M6,14.02,11.26,measured,0.1,observed,-1.0,14.7,11.2,14.6,True,O,11.26,measured,14.5,11.206649749210076,0.6,40.6985,31.1117,31.1117,39.9705,30.568,30.568,
TAP_A01,3106.0,,,727861.96,9684675.69,O,11.7,A,9.11,11.98,20090617-20090708,12.8,A,19.99,20100714-20100805,12.9,A,10.93,15.09,20110712-20110719,M6,12.74,11.98,measured,0.6,observed,-1.0,12.3,11.59,11.7,True,O,11.98,measured,11.1,11.538155802376746,0.6,28.063,21.0188,21.0188,24.4105,18.3456,18.3456,
TAP_A01,3107.0,,,727861.96,9684675.69,O,6.3,A,3.38,6.34,20090617-20090708,6.3,A,5.87,20100714-20100805,6.2,A,2.48,5.87,20110712-20110719,M6,7.45,6.34,measured,0.0,observed,-1.0,6.2,6.34,6.3,True,O,6.34,measured,6.3,6.34,0.6,4.5041,3.6212,3.6212,4.5041,3.6212,3.6212,
TAP_A01,3108.0,,,727854.48,9684674.3,O,25.7,A,24.32,30.73,20090617-20090708,25.8,A,19.73,20100714-20100805,26.3,A,13.59,26.5,20110712-20110719,M6,20.43,30.73,measured,0.3,observed,-1.0,26.0,30.52,25.7,True,O,30.73,measured,25.4,30.5068510862667,0.6,326.9725,219.1553,219.1553,317.2984,212.7962,212.7962,
TAP_A01,3109.0,,,727852.45,9684676.33,O,16.5,A,8.0,14.0,20090617-20090708,16.5,A,13.31,20100714-20100805,16.7,A,5.76,15.12,20110712-20110719,M6,15.22,14.0,measured,0.1,observed,-1.0,16.6,13.94,16.5,True,O,14.0,measured,16.4,13.942421594485147,0.6,63.9161,47.4854,47.4854,62.9086,46.7537,46.7537,
TAP_A01,3110.0,,,727851.45,9684676.35,O,53.2,A,35.53,44.55,20090617-20090708,53.5,A,43.01,20100714-20100805,54.3,A,24.99,31.8,20110712-20110719,M6,30.48,44.55,measured,0.55,observed,-1.0,53.75,44.33,53.2,True,O,44.55,measured,52.650000000000006,44.32657904323667,0.6,1944.0864,1272.4483,1272.4483,1895.7217,1241.1594,1241.1594,
TAP_A01,990.0,,,727851.15,9684676.85,L,,,,,20090617-20090708,5.25,A,,20100714-20100805,4.9,A,,,20110712-20110719,M6,6.23,6.23,feldpausch_regional,0.1,site_median,-1.0,4.8,6.13,,False,L,6.23,feldpausch,,,0.6,,,,,,,
