site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,898.0,,,727704.96,9684052.01,O,12.3,A,9.64,12.8,20090617-20090708,12.8,A,12.08,20100714-20100805,12.9,A,6.1,11.52,20110712-20110719,M5,12.74,12.8,measured,0.3,observed,-1.0,12.6,12.59,12.3,True,O,12.8,measured,12.0,12.578091217552366,0.6,33.006,24.5227,24.5227,30.9205,23.0095,23.0095,
TAP_A01,899.0,,,727703.97,9684052.49,L,5.5,A,0.0,0.0,20090617-20090708,5.5,A,,20100714-20100805,5.5,D,,,20110712-20110719,M5,6.81,8.43,local_fit,0.0,observed,-1.0,5.5,8.43,5.5,True,L,6.81,feldpausch,5.5,6.81,0.6,3.7051,2.9262,2.9262,3.7051,2.9262,2.9262,
TAP_A01,974.0,,,727695.96,9684051.85,O,6.3,A,5.21,8.06,20090617-20090708,6.4,A,7.79,20100714-20100805,6.4,A,5.21,7.61,20110712-20110719,M5,7.64,8.06,measured,0.05,observed,-1.0,6.35,8.01,6.3,True,O,8.06,measured,6.25,8.011665516705234,0.6,5.6932,4.4068,4.4068,5.5725,4.3158,4.3158,
TAP_A01,901.0,,,727691.44,9684050.77,O,46.5,A,32.66,37.44,20090617-20090708,46.5,A,32.12,20100714-20100805,46.4,A,20.79,26.2,20110712-20110719,M5,28.2,37.44,measured,0.0,observed,-1.0,46.4,37.44,46.5,True,O,37.44,measured,46.5,37.44,0.6,1261.5505,843.2456,843.2456,1261.5505,843.2456,843.2456,
TAP_A01,965.0,,,727690.97,9684052.26,O,25.6,A,16.07,19.83,20090617-20090708,25.3,A,25.09,20100714-20100805,25.7,A,14.19,20.64,20110712-20110719,M5,20.14,19.83,measured,0.05,observed,-1.0,25.65,19.81,25.6,True,O,19.83,measured,25.55,19.805957027275856,0.6,211.608,151.967,151.967,210.5525,151.2238,151.2238,
TAP_A01,903.0,,,727687.44,9684050.2,O,64.6,A,27.16,34.28,20090617-20090708,64.6,A,47.3,20100714-20100805,64.8,A,31.19,41.6,20110712-20110719,M5,33.05,34.28,measured,0.1,observed,-1.0,64.7,34.26,64.6,True,O,34.28,measured,64.5,34.256816668742474,0.6,2199.0464,1514.2162,1514.2162,2190.9594,1508.6967,1508.6967,
TAP_A01,904.0,,,727679.96,9684051.07,O,11.9,A,5.56,14.68,20090617-20090708,12.0,A,10.64,20100714-20100805,12.1,A,,,20110712-20110719,M5,12.18,14.68,measured,0.1,observed,-1.0,12.0,14.6,11.9,True,O,14.68,measured,11.8,14.592248954747454,0.6,35.3715,25.6765,25.6765,34.5906,25.1232,25.1232,
TAP_A01,905.0,,,727679.47,9684052.06,O,24.0,A,23.92,27.25,20090617-20090708,24.1,A,27.28,20100714-20100805,24.1,A,18.39,24.04,20110712-20110719,M5,19.35,27.25,measured,0.05,observed,-1.0,24.05,27.22,24.0,True,O,27.25,measured,23.95,27.21421780754396,0.6,254.4197,173.2255,173.2255,253.0613,172.3191,172.3191,
TAP_A01,975.0,,,727678.36,9684051.54,O,,,,,20090617-20090708,5.3,A,8.83,20100714-20100805,5.1,A,5.2,8.66,20110712-20110719,M5,6.43,8.83,measured,0.1,site_median,-1.0,5.0,8.69,,False,O,6.43,feldpausch,,,0.6,,,,,,,
TAP_A01,906.0,,,727676.46,9684051.01,O,30.1,A,24.04,26.59,20090617-20090708,30.2,A,30.03,20100714-20100805,30.5,A,17.07,26.52,20110712-20110719,M5,22.35,26.59,measured,0.2,observed,-1.0,30.3,26.48,30.1,True,O,26.59,measured,29.900000000000002,26.484679369517902,0.6,386.4983,267.062,267.062,380.0263,262.6706,262.6706,
TAP_A01,907.0,,,727671.45,9684050.42,O,68.3,A,22.51,29.27,20090617-20090708,68.7,A,36.53,20100714-20100805,69.0,A,23.76,35.61,20110712-20110719,M5,33.95,29.27,measured,0.35,observed,-1.0,68.65,29.21,68.3,True,O,29.27,measured,67.95,29.206422101025197,0.6,2101.2536,1487.4236,1487.4236,2075.8759,1469.6018,1469.6018,
TAP_A01,908.0,,,727661.98,9684051.75,O,6.0,A,4.96,6.18,20090617-20090708,5.9,A,6.25,20100714-20100805,5.9,A,5.43,6.95,20110712-20110719,M5,7.18,6.18,measured,0.0,observed,-1.0,5.9,6.18,6.0,True,O,6.18,measured,6.0,6.18,0.6,3.9941,3.2166,3.2166,3.9941,3.2166,3.2166,
TAP_A01,909.0,,,727657.85,9684044.68,O,80.7,A,40.1,52.19,20090617-20090708,80.8,A,48.03,20100714-20100805,81.6,A,30.61,48.37,20110712-20110719,M5,36.29,52.19,measured,0.45,observed,-1.0,81.15,52.09,80.7,True,O,52.19,measured,80.25,52.079190328322575,0.6,5117.3254,3332.6749,3332.6749,5051.2829,3289.8863,3289.8863,
TAP_A01,910.0,,,727649.45,9684050.04,O,16.2,A,3.14,11.97,20090617-20090708,15.9,A,12.71,20100714-20100805,16.2,A,4.78,12.21,20110712-20110719,M5,14.91,11.97,measured,0.0,observed,-1.0,16.2,11.97,16.2,True,O,11.97,measured,16.2,11.97,0.6,52.9241,40.269,40.269,52.9241,40.269,40.269,
TAP_A01,911.0,,,727646.47,9684050.98,O,7.1,A,10.55,14.03,20090617-20090708,7.0,A,14.42,20100714-20100805,7.2,A,8.21,15.19,20110712-20110719,M5,8.34,14.03,measured,0.05,observed,-1.0,7.15,13.96,7.1,True,O,14.03,measured,7.05,13.956025667292673,0.6,12.3494,8.8078,8.8078,12.1175,8.6467,8.6467,
TAP_A01,912.0,,,727634.46,9684050.27,O,14.5,A,4.2,7.84,20090617-20090708,14.7,A,8.96,20100714-20100805,14.6,A,2.11,6.81,20110712-20110719,M5,13.89,7.84,measured,0.05,observed,-1.0,14.55,7.82,14.5,True,O,7.84,measured,14.45,7.821294479968814,0.6,28.2035,22.8216,22.8216,27.9488,22.6202,22.6202,
TAP_A01,913.0,,,727621.95,9684049.05,O,20.9,A,16.34,19.32,20090617-20090708,21.0,A,21.55,20100714-20100805,21.3,A,12.78,17.85,20110712-20110719,M5,17.88,19.32,measured,0.2,observed,-1.0,21.1,19.21,20.9,True,O,19.32,measured,20.7,19.199705182110744,0.6,138.8447,99.153,99.153,135.4348,96.7687,96.7687,
TAP_A01,976.0,,,727620.07,9684050.12,O,,,,,20090617-20090708,9.0,A,9.92,20100714-20100805,8.9,A,5.26,9.02,20110712-20110719,M5,9.76,9.92,measured,0.1,site_median,-1.0,8.8,9.84,,False,O,9.76,feldpausch,,,0.6,,,,,,,
TAP_A01,977.0,,,727616.72,9684050.06,O,,,,,20090617-20090708,12.9,A,20.56,20100714-20100805,14.3,A,10.73,16.57,20110712-20110719,M5,13.69,20.56,measured,0.1,site_median,-1.0,14.2,20.45,,False,O,13.69,feldpausch,,,0.6,,,,,,,
TAP_A01,914.0,,,727613.95,9684048.91,O,91.5,A,1.4,16.47,20090617-20090708,93.5,A,15.96,20100714-20100805,93.5,D,,17.56,20110712-20110719,M5,38.11,16.47,measured,1.0,observed,-1.0,92.5,16.41,91.5,True,O,16.47,measured,90.5,16.407317413449768,0.6,2121.5224,1667.8501,1667.8501,2068.7852,1626.5123,1626.5123,
TAP_A01,915.0,,,727610.95,9684048.86,O,27.2,A,12.14,15.5,20090617-20090708,27.1,A,19.56,20100714-20100805,26.7,A,15.6,21.77,20110712-20110719,M5,20.62,15.5,measured,0.0,observed,-1.0,26.7,15.5,27.2,True,O,15.5,measured,27.2,15.5,0.6,187.285,140.2454,140.2454,187.285,140.2454,140.2454,
TAP_A01,916.0,,,727592.45,9684048.54,O,32.3,A,15.87,21.03,20090617-20090708,32.7,A,20.44,20100714-20100805,32.8,A,11.37,24.34,20110712-20110719,M5,23.32,21.03,measured,0.25,observed,-1.0,32.55,20.94,32.3,True,O,21.03,measured,32.05,20.934881034416353,0.6,352.7891,253.8324,253.8324,345.9446,248.9933,248.9933,
TAP_A01,917.0,,,727591.92,9684046.53,O,50.9,A,45.11,53.72,20090617-20090708,51.2,D,39.17,20100714-20100805,51.2,D,,39.48,20110712-20110719,M5,29.63,53.72,measured,0.15,observed,-1.0,51.05,53.63,50.9,True,O,53.72,measured,50.75,53.64191073668378,0.6,2140.8515,1357.5201,1357.5201,2125.5337,1347.9259,1347.9259,
TAP_A01,918.0,,,727584.95,9684048.4,O,65.3,A,43.47,46.77,20090617-20090708,65.7,A,49.83,20100714-20100805,67.9,A,30.56,48.83,20110712-20110719,M5,33.72,46.77,measured,1.3,observed,-1.0,66.6,46.38,65.3,True,O,46.77,measured,64.0,46.361434857130085,0.6,3041.3008,1994.8908,1994.8908,2899.2996,1902.5485,1902.5485,
TAP_A01,919.0,,,727581.98,9684049.85,O,9.7,A,5.55,13.19,20090617-20090708,10.2,A,11.56,20100714-20100805,10.5,A,7.28,11.38,20110712-20110719,M5,11.0,13.19,measured,0.4,observed,-1.0,10.1,12.83,9.7,True,O,13.19,measured,9.299999999999999,12.791563468106238,0.6,21.3795,15.6302,15.6302,19.1116,14.0116,14.0116,
TAP_A01,920.0,,,727578.98,9684049.8,O,8.2,A,9.11,11.28,20090617-20090708,8.5,A,11.58,20100714-20100805,8.3,A,6.44,10.55,20110712-20110719,M5,9.27,11.28,measured,0.05,observed,-1.0,8.25,11.23,8.2,True,O,11.28,measured,8.149999999999999,11.229134507356758,0.6,13.2214,9.8282,9.8282,13.007,9.6729,9.6729,
TAP_A01,921.0,,,727577.94,9684047.28,O,36.5,A,18.19,22.02,20090617-20090708,36.5,A,21.93,20100714-20100805,36.3,A,10.98,18.05,20110712-20110719,M5,24.71,22.02,measured,0.0,observed,-1.0,36.3,22.02,36.5,True,O,22.02,measured,36.5,22.02,0.6,468.4315,336.5656,336.5656,468.4315,336.5656,336.5656,
TAP_A01,922.0,,,727577.99,9684050.28,O,5.5,A,7.8,10.57,20090617-20090708,5.5,A,11.54,20100714-20100805,5.3,A,6.0,11.74,20110712-20110719,M5,6.62,10.57,measured,0.0,observed,-1.0,5.3,10.57,5.5,True,O,10.57,measured,5.5,10.57,0.6,5.6904,4.1925,4.1925,5.6904,4.1925,4.1925,
TAP_A01,923.0,,,727576.99,9684050.26,O,6.1,A,3.06,8.69,20090617-20090708,6.5,A,8.95,20100714-20100805,6.8,A,5.11,8.21,20110712-20110719,M5,7.99,8.69,measured,0.35,observed,-1.0,6.45,8.35,6.1,True,O,8.69,measured,5.75,8.309403548277281,0.6,5.7532,4.3938,4.3938,4.9072,3.7636,3.7636,
TAP_A01,924.0,,,727562.96,9684048.52,O,16.2,A,15.42,23.18,20090617-20090708,16.6,A,24.29,20100714-20100805,17.2,A,12.41,22.05,20110712-20110719,M5,15.53,23.18,measured,0.5,observed,-1.0,16.7,22.72,16.2,True,O,23.18,measured,15.7,22.690112351720316,0.6,100.8753,69.1436,69.1436,92.9295,63.8165,63.8165,
TAP_A01,925.0,,,727559.96,9684047.97,O,82.5,A,43.11,50.76,20090617-20090708,82.7,A,49.34,20100714-20100805,83.3,A,30.42,47.11,20110712-20110719,M5,36.57,50.76,measured,0.4,observed,-1.0,82.9,50.68,82.5,True,O,50.76,measured,82.1,50.66778288159484,0.6,5199.5755,3404.7407,3404.7407,5141.3464,3366.7935,3366.7935,
TAP_A01,926.0,,,727556.99,9684049.91,O,13.7,A,6.72,12.98,20090617-20090708,13.8,A,14.08,20100714-20100805,14.0,A,3.91,9.56,20110712-20110719,M5,13.49,12.98,measured,0.15,observed,-1.0,13.85,12.88,13.7,True,O,12.98,measured,13.549999999999999,12.880699888900176,0.6,41.2948,30.7723,30.7723,40.115,29.9136,29.9136,
TAP_A01,927.0,,,727549.48,9684049.28,O,14.2,D,1.35,8.77,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M5,,8.77,measured,0.1,site_median,-1.0,,,14.2,False,O,8.77,measured,14.1,8.727102114497677,0.6,30.2061,30.2061,30.2061,29.6501,29.6501,29.6501,
TAP_A01,928.0,,,727541.97,9684048.15,O,17.5,A,5.93,14.11,20090617-20090708,17.6,A,13.09,20100714-20100805,17.6,A,4.89,12.4,20110712-20110719,M5,15.77,14.11,measured,0.05,observed,-1.0,17.55,14.08,17.5,True,O,14.11,measured,17.45,14.082933699658918,0.6,72.2453,53.7587,53.7587,71.7084,53.368,53.368,
TAP_A01,929.0,,,727537.48,9684048.57,O,14.2,A,7.13,9.33,20090617-20090708,14.1,A,10.07,20100714-20100805,14.5,A,5.68,12.46,20110712-20110719,M5,13.82,9.33,measured,0.15,observed,-1.0,14.35,9.26,14.2,True,O,9.33,measured,14.049999999999999,9.261489793365156,0.6,32.0872,25.2348,25.2348,31.2036,24.556,24.556,
TAP_A01,930.0,,,727509.98,9684048.09,O,11.9,A,0.31,13.61,20090617-20090708,11.9,A,8.9,20100714-20100805,12.1,A,3.34,11.74,20110712-20110719,M5,12.18,13.61,measured,0.1,observed,-1.0,12.0,13.53,11.9,True,O,13.61,measured,11.8,13.528644977800603,0.6,32.8529,24.1351,24.1351,32.1276,23.6151,23.6151,
TAP_A01,996.0,,,727512.31,9684049.63,O,,,,,20090617-20090708,,A,,20100714-20100805,7.0,A,1.66,4.9,20110712-20110719,M5,8.17,4.9,measured,0.1,site_median,-1.0,6.9,4.85,,False,O,8.17,feldpausch,,,0.6,,,,,,,
TAP_A01,3001.0,,,727375.49,9684684.42,O,5.3,A,2.77,6.42,20090617-20090708,5.3,A,6.94,20100714-20100805,5.4,A,3.08,5.66,20110712-20110719,M6,6.71,6.42,measured,0.05,observed,-1.0,5.35,6.37,5.3,True,O,6.42,measured,5.25,6.373695249966326,0.6,3.2539,2.5893,2.5893,3.1717,2.5256,2.5256,
TAP_A01,3002.0,,,727374.99,9684684.43,O,6.4,A,6.21,7.85,20090617-20090708,6.4,A,7.43,20100714-20100805,6.4,A,3.79,9.13,20110712-20110719,M6,7.64,7.85,measured,0.0,observed,-1.0,6.4,7.85,6.4,True,O,7.85,measured,6.4,7.85,0.6,5.7216,4.4506,4.4506,5.7216,4.4506,4.4506,
TAP_A01,3003.0,,,727380.98,9684685.34,O,33.3,A,23.92,29.95,20090617-20090708,33.3,A,29.22,20100714-20100805,33.8,A,16.64,19.13,20110712-20110719,M6,23.73,29.95,measured,0.25,observed,-1.0,33.55,29.82,33.3,True,O,29.95,measured,33.05,29.81981420474678,0.6,528.7314,360.2803,360.2803,518.8003,353.6286,353.6286,
TAP_A01,3004.0,,,727381.48,9684684.83,O,11.7,D,1.34,16.64,20090617-20090708,11.8,D,14.17,20100714-20100805,11.8,D,,4.17,20110712-20110719,M6,11.96,16.64,measured,0.05,observed,-1.0,11.75,16.6,11.7,False,O,16.64,measured,11.649999999999999,16.589354382476717,0.6,38.6728,38.6728,38.6728,38.2369,38.2369,38.2369,
TAP_A01,3005.0,,,727383.0,9684683.81,O,6.2,D,1.62,2.9,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M6,,2.9,measured,0.1,site_median,-1.0,,,6.2,False,O,2.9,measured,6.1000000000000005,2.864571038048211,0.6,2.0347,2.0347,2.0347,1.9477,1.9477,1.9477,
TAP_A01,3006.0,,,727393.98,9684685.14,O,72.0,A,22.62,27.51,20090617-20090708,71.7,A,26.24,20100714-20100805,71.6,A,20.56,25.84,20110712-20110719,M6,34.47,27.51,measured,0.0,observed,-1.0,71.6,27.51,72.0,True,O,27.51,measured,72.0,27.51,0.6,2192.3836,1571.1866,1571.1866,2192.3836,1571.1866,1571.1866,
TAP_A01,3007.0,,,727396.99,9684684.1,P,5.7,A,3.1,4.69,20090617-20090708,14.4,A,6.15,20100714-20100805,17.0,A,1.52,9.02,20110712-20110719,M6,15.41,4.69,measured,5.0,observed,-1.0,12.0,3.69,5.7,True,P,4.69,measured,1.0,1.1878801086038446,0.6,2.7605,,,0.0242,,,
TAP_A01,3008.0,,,727400.49,9684684.05,O,5.7,A,7.96,11.01,20090617-20090708,6.0,A,11.76,20100714-20100805,5.9,A,7.93,9.75,20110712-20110719,M6,7.18,11.01,measured,0.1,observed,-1.0,5.8,10.87,5.7,True,O,11.01,measured,5.6000000000000005,10.862824441451338,0.6,6.3491,4.6558,4.6558,6.0535,4.4446,4.4446,
TAP_A01,3009.0,,,727398.96,9684686.07,P,40.0,A,0.79,7.84,20090617-20090708,39.0,A,6.01,20100714-20100805,35.5,A,0.95,9.76,20110712-20110719,M6,24.4,7.84,measured,0.0,observed,-1.0,35.5,7.84,40.0,True,P,7.84,measured,40.0,7.84,0.6,204.4251,,,204.4251,,,
TAP_A01,3010.0,,,727406.97,9684685.45,O,21.4,A,13.11,17.74,20090617-20090708,21.5,A,24.68,20100714-20100805,22.3,A,17.98,21.79,20110712-20110719,M6,18.42,17.74,measured,0.45,observed,-1.0,21.85,17.51,21.4,True,O,17.74,measured,20.95,17.497658736422835,0.6,133.7849,96.9463,96.9463,126.6369,91.8724,91.8724,
TAP_A01,3011.0,,,727407.97,9684685.44,O,16.1,A,9.72,13.72,20090617-20090708,16.0,A,12.85,20100714-20100805,16.0,A,8.41,12.79,20110712-20110719,M6,14.79,13.72,measured,0.0,observed,-1.0,16.0,13.72,16.1,True,O,13.72,measured,16.1,13.72,0.6,59.7369,44.47,44.47,59.7369,44.47,44.47,
TAP_A01,3012.0,,,727410.99,9684683.89,O,6.5,A,5.15,8.06,20090617-20090708,6.5,A,8.22,20100714-20100805,6.6,A,4.84,6.75,20110712-20110719,M6,7.81,8.06,measured,0.05,observed,-1.0,6.55,8.02,6.5,True,O,8.06,measured,6.45,8.013260793800796,0.6,6.0513,4.691,4.691,5.9271,4.5972,4.5972,
TAP_A01,3013.0,,,727410.99,9684683.89,O,5.8,A,5.42,6.92,20090617-20090708,5.9,A,7.95,20100714-20100805,5.9,A,4.44,7.95,20110712-20110719,M6,7.18,6.92,measured,0.05,observed,-1.0,5.85,6.87,5.8,True,O,6.92,measured,5.75,6.874660896340196,0.6,4.1746,3.297,3.297,4.0784,3.223,3.223,
TAP_A01,3014.0,,,727416.99,9684683.8,O,10.5,A,11.39,14.77,20090617-20090708,10.6,A,12.74,20100714-20100805,10.8,A,10.17,14.48,20110712-20110719,M6,11.23,14.77,measured,0.15,observed,-1.0,10.65,14.63,10.5,True,O,14.77,measured,10.35,14.617521797034408,0.6,27.87,20.0905,20.0905,26.8251,19.3556,19.3556,
TAP_A01,3015.0,,,727417.48,9684684.29,O,8.7,A,9.79,11.9,20090617-20090708,8.7,A,13.21,20100714-20100805,8.6,A,11.68,14.07,20110712-20110719,M6,9.52,11.9,measured,0.0,observed,-1.0,8.6,11.9,8.7,True,O,11.9,measured,8.7,11.9,0.6,15.6364,11.5583,11.5583,15.6364,11.5583,11.5583,
TAP_A01,3016.0,,,727448.98,9684683.83,O,10.3,A,9.1,12.77,20090617-20090708,10.3,A,11.92,20100714-20100805,10.5,A,9.68,12.59,20110712-20110719,M6,11.0,12.77,measured,0.1,observed,-1.0,10.4,12.69,10.3,True,O,12.77,measured,10.200000000000001,12.680297545832856,0.6,23.2896,17.1632,17.1632,22.6936,16.7348,16.7348,
TAP_A01,3017.0,,,727449.98,9684683.31,O,5.5,A,4.08,5.73,20090617-20090708,5.5,A,8.32,20100714-20100805,5.5,A,4.3,6.96,20110712-20110719,M6,6.81,5.73,measured,0.0,observed,-1.0,5.5,5.73,5.5,True,O,5.73,measured,5.5,5.73,0.6,3.1305,2.5407,2.5407,3.1305,2.5407,2.5407,
TAP_A01,3018.0,,,727452.98,9684683.77,O,12.6,A,9.56,12.94,20090617-20090708,12.8,A,16.19,20100714-20100805,13.0,A,11.38,16.65,20110712-20110719,M6,12.81,12.94,measured,0.2,observed,-1.0,12.8,12.8,12.6,True,O,12.94,measured,12.4,12.794713585434748,0.6,34.9649,25.9635,25.9635,33.5183,24.9146,24.9146,
TAP_A01,3019.0,,,727455.98,9684683.22,O,6.9,A,3.3,8.72,20090617-20090708,6.9,A,8.63,20100714-20100805,6.9,A,5.8,8.26,20110712-20110719,M6,8.08,8.72,measured,0.0,observed,-1.0,6.9,8.72,6.9,True,O,8.72,measured,6.9,8.72,0.6,7.3424,5.6377,5.6377,7.3424,5.6377,5.6377,
TAP_A01,3020.0,,,727462.93,9684686.62,O,65.2,A,27.38,32.16,20090617-20090708,65.1,A,28.56,20100714-20100805,65.0,A,23.05,29.93,20110712-20110719,M6,33.09,32.16,measured,0.0,observed,-1.0,65.0,32.16,65.2,True,O,32.16,measured,65.2,32.16,0.6,2103.8388,1463.9936,1463.9936,2103.8388,1463.9936,1463.9936,
TAP_A01,3021.0,,,727463.98,9684683.1,O,8.0,A,4.46,10.06,20090617-20090708,8.2,A,9.85,20100714-20100805,8.6,A,6.28,11.44,20110712-20110719,M6,9.52,10.06,measured,0.3,observed,-1.0,8.3,9.8,8.0,True,O,10.06,measured,7.7,9.778850953971755,0.6,11.2675,8.5185,8.5185,10.1721,7.7107,7.7107,
TAP_A01,3022.0,,,727471.98,9684682.98,O,6.7,A,6.17,10.44,20090617-20090708,6.8,A,9.62,20100714-20100805,6.8,A,5.19,10.46,20110712-20110719,M6,7.99,10.44,measured,0.05,observed,-1.0,6.75,10.39,6.7,True,O,10.44,measured,6.65,10.381401337374921,0.6,8.2644,6.1589,6.1589,8.0998,6.0395,6.0395,
TAP_A01,3023.0,,,727476.97,9684683.41,O,28.5,A,23.46,27.56,20090617-20090708,29.3,A,28.08,20100714-20100805,30.0,A,22.22,25.33,20110712-20110719,M6,22.13,27.56,measured,0.75,observed,-1.0,29.25,27.15,28.5,True,O,27.56,measured,27.75,27.118301368163568,0.6,359.7745,246.5458,246.5458,336.1818,230.6716,230.6716,
TAP_A01,3024.0,,,727477.95,9684684.9,O,61.5,D,0.78,17.58,20090617-20090708,60.5,D,17.76,20100714-20100805,60.5,D,,17.68,20110712-20110719,M6,32.06,17.58,measured,0.0,observed,-1.0,60.5,17.58,61.5,False,O,17.58,measured,61.5,17.58,0.6,1041.0782,1041.0782,1041.0782,1041.0782,1041.0782,1041.0782,
TAP_A01,3025.0,,,727478.48,9684682.89,O,8.6,A,8.49,12.66,20090617-20090708,8.7,A,11.47,20100714-20100805,8.8,A,6.64,11.72,20110712-20110719,M6,9.68,12.66,measured,0.1,observed,-1.0,8.7,12.56,8.6,True,O,12.66,measured,8.5,12.551499826137043,0.6,16.2397,11.8808,11.8808,15.7403,11.5247,11.5247,
TAP_A01,3026.0,,,727494.96,9684684.14,O,77.8,A,33.16,43.39,20090617-20090708,77.8,A,25.88,20100714-20100805,78.7,A,25.9,30.57,20110712-20110719,M6,35.8,43.39,measured,0.45,observed,-1.0,78.25,43.29,77.8,True,O,43.39,measured,77.35,43.2919999050965,0.6,3978.7363,2663.1976,2663.1976,3925.266,2627.614,2627.614,
TAP_A01,3027.0,,,727500.95,9684684.55,O,19.4,A,4.97,6.7,20090617-20090708,19.1,A,6.82,20100714-20100805,19.1,D,,5.56,20110712-20110719,M6,16.65,6.7,measured,0.0,observed,-1.0,19.1,6.7,19.4,True,O,6.7,measured,19.4,6.7,0.6,42.707,35.9246,35.9246,42.707,35.9246,35.9246,
TAP_A01,3028.0,,,727503.48,9684682.52,O,5.6,A,4.65,7.54,20090617-20090708,5.5,A,8.42,20100714-20100805,5.6,A,3.0,7.78,20110712-20110719,M6,6.9,7.54,measured,0.0,observed,-1.0,5.6,7.54,5.6,True,O,7.54,measured,5.6,7.54,0.6,4.2388,3.297,3.297,4.2388,3.297,3.297,
TAP_A01,3029.0,,,727505.98,9684682.48,O,11.3,D,1.46,2.58,20090617-20090708,11.5,D,1.9,20100714-20100805,11.5,D,,1.6,20110712-20110719,M6,11.75,2.58,measured,0.1,observed,-1.0,11.4,2.56,11.3,False,O,2.58,measured,11.200000000000001,2.563655873449175,0.6,5.8588,5.8588,5.8588,5.7224,5.7224,5.7224,
TAP_A01,3030.0,,,727508.98,9684681.94,O,6.6,A,9.75,11.71,20090617-20090708,6.7,A,12.77,20100714-20100805,6.7,A,7.28,12.79,20110712-20110719,M6,7.9,11.71,measured,0.05,observed,-1.0,6.65,11.65,6.6,True,O,11.71,measured,6.55,11.643200511141732,0.6,8.9768,6.5649,6.5649,8.7953,6.4356,6.4356,
TAP_A01,3031.0,,,727510.48,9684682.41,O,9.4,A,9.79,15.52,20090617-20090708,9.6,A,15.67,20100714-20100805,9.9,A,8.73,16.48,20110712-20110719,M6,10.55,15.52,measured,0.25,observed,-1.0,9.65,15.23,9.4,True,O,15.52,measured,9.15,15.217528847028861,0.6,23.5677,16.7674,16.7674,21.9342,15.6336,15.6336,
TAP_A01,3032.0,,,727513.93,9684685.36,O,90.5,A,53.2,60.84,20090617-20090708,90.7,A,52.53,20100714-20100805,91.8,A,47.87,56.52,20110712-20110719,M6,37.87,60.84,measured,0.65,observed,-1.0,91.15,60.7,90.5,True,O,60.84,measured,89.85,60.686932000103674,0.6,7433.7402,4751.4197,4751.4197,7311.8771,4673.7716,4673.7716,
TAP_A01,3033.0,,,727513.48,9684681.87,O,10.5,A,7.77,14.99,20090617-20090708,11.0,A,14.97,20100714-20100805,11.0,A,11.81,14.67,20110712-20110719,M6,11.38,14.99,measured,0.25,observed,-1.0,10.75,14.74,10.5,True,O,14.99,measured,10.25,14.731599972501803,0.6,28.2751,20.335,20.335,26.522,19.1045,19.1045,
TAP_A01,3034.0,,,727520.83,9684691.76,O,116.0,A,45.9,52.43,20090617-20090708,116.8,A,54.89,20100714-20100805,116.6,A,46.14,58.47,20110712-20110719,M6,40.8,52.43,measured,0.3,observed,-1.0,116.3,52.39,116.0,True,O,52.43,measured,115.7,52.39198925045769,0.6,10437.4071,6911.8096,6911.8096,10377.433,6872.0271,6872.0271,
TAP_A01,3035.0,,,727522.94,9684684.73,O,46.4,A,16.07,21.11,20090617-20090708,47.2,A,22.16,20100714-20100805,47.2,A,15.2,19.07,20110712-20110719,M6,28.45,21.11,measured,0.4,observed,-1.0,46.8,21.01,46.4,True,O,21.11,measured,46.0,21.01632573075082,0.6,718.132,525.4444,525.4444,703.039,514.5488,514.5488,
TAP_A01,3036.0,,,727526.98,9684682.17,O,17.0,A,17.75,23.01,20090617-20090708,17.6,A,23.7,20100714-20100805,18.0,A,18.54,21.83,20110712-20110719,M6,16.01,23.01,measured,0.5,observed,-1.0,17.5,22.58,17.0,True,O,23.01,measured,16.5,22.550349451168945,0.6,110.0342,75.6842,75.6842,101.7811,70.1305,70.1305,
TAP_A01,3037.0,,,727527.98,9684682.15,O,23.3,A,21.55,24.52,20090617-20090708,23.6,A,24.96,20100714-20100805,23.9,A,16.24,17.96,20110712-20110719,M6,19.25,24.52,measured,0.3,observed,-1.0,23.6,24.33,23.3,True,O,24.52,measured,23.0,24.319040271493808,0.6,216.6264,149.7611,149.7611,209.5256,144.9504,144.9504,
TAP_A01,3038.0,,,727533.45,9684683.57,O,37.7,A,18.01,21.14,20090617-20090708,37.5,A,21.15,20100714-20100805,37.7,A,13.86,18.04,20110712-20110719,M6,25.24,21.14,measured,0.0,observed,-1.0,37.7,21.14,37.7,True,O,21.14,measured,37.7,21.14,0.6,479.4921,347.2786,347.2786,479.4921,347.2786,347.2786,
